PMID,Journal,doi,doi_url,publisher_guess,year
29081728,Asian Med (Leiden),10.1163/15734218-12341377,https://brill.com/view/journals/asme/11/1-2/article-p21_2.xml,Unknown,2016
19890448,Asian Med (Leiden),10.1163/157342109X423793,https://brill.com/view/journals/asme/4/1/article-p201_8.xml,Unknown,2009
31080525,Ment Lex,10.1075/ml.16019.ram,https://www.jbe-platform.com/content/journals/10.1075/ml.16019.ram,Unknown,2017
31080525,Ment Lex,10.1075/ml.16019.ram,https://www.jbe-platform.com/content/journals/10.1075/ml.16019.ram,Unknown,2017
22069438,Ment Lex,10.1075/ml.6.1.01elm,https://www.jbe-platform.com/content/journals/10.1075/ml.6.1.01elm,Unknown,2011
38077280,J Smok Cessat,10.1155/2023/3399001,https://www.cambridge.org/core/journals/journal-of-smoking-cessation/article/it-is-a-carrotstick-model-a-qualitative-study-of-ruralserving-clinician-and-ruralresiding-veteran-perceptions-of-requirements-to-quit-smoking-prior-to-elective-surgery/978008420DBB2903759BC5F6DEB72BD4,Cambridge University Press,2023
38077280,J Smok Cessat,10.1155/2023/3399001,https://www.cambridge.org/core/journals/journal-of-smoking-cessation/article/it-is-a-carrotstick-model-a-qualitative-study-of-ruralserving-clinician-and-ruralresiding-veteran-perceptions-of-requirements-to-quit-smoking-prior-to-elective-surgery/978008420DBB2903759BC5F6DEB72BD4,Cambridge University Press,2023
36568904,J Smok Cessat,10.1155/2022/3435462,https://www.cambridge.org/core/journals/journal-of-smoking-cessation/article/impact-of-the-tips-from-former-smokers-campaign-on-reducing-cigarette-smoking-relapse/E6E603A800CCFD0D4A14DA7D16D1A6C0,Cambridge University Press,2022
38912427,School Ment Health,10.1007/s12310-023-09593-y,https://link.springer.com/article/10.1007/s12310-023-09593-y,Springer,2023
38912427,School Ment Health,10.1007/s12310-023-09593-y,https://link.springer.com/article/10.1007/s12310-023-09593-y,Springer,2023
29170683,School Ment Health,10.1007/s12310-017-9220-9,https://link.springer.com/article/10.1007/s12310-017-9220-9,Springer,2017
36926261,Curr Cardiovasc Imaging Rep,10.1007/s12410-023-09574-4,https://link.springer.com/article/10.1007/s12410-023-09574-4,Springer,2023
36926261,Curr Cardiovasc Imaging Rep,10.1007/s12410-023-09574-4,https://link.springer.com/article/10.1007/s12410-023-09574-4,Springer,2023
30881585,Curr Cardiovasc Imaging Rep,10.1007/s12410-016-9374-0,https://link.springer.com/article/10.1007/s12410-016-9374-0,Springer,2016
19966944,Bienn Rev Couns Psychol,10.1901/jaba.2008.1-295,,Unknown,2008
19966944,Bienn Rev Couns Psychol,10.1901/jaba.2008.1-295,,Unknown,2008
19966944,Bienn Rev Couns Psychol,10.1901/jaba.2008.1-295,,Unknown,2008
38912780,Circ Cardiovasc Qual Outcomes,10.1161/CIRCOUTCOMES.124.010973,https://www.ahajournals.org/doi/10.1161/CIRCOUTCOMES.124.010973,Unknown,2024
38912780,Circ Cardiovasc Qual Outcomes,10.1161/CIRCOUTCOMES.124.010973,https://www.ahajournals.org/doi/10.1161/CIRCOUTCOMES.124.010973,Unknown,2024
38506044,Circ Cardiovasc Qual Outcomes,10.1161/CIRCOUTCOMES.123.010763,https://www.ahajournals.org/doi/10.1161/CIRCOUTCOMES.123.010763,Unknown,2024
38843059,IEEE Rev Biomed Eng,10.1109/RBME.2024.3410399,https://ieeexplore.ieee.org/document/10551463/,IEEE,2024
38843059,IEEE Rev Biomed Eng,10.1109/RBME.2024.3410399,https://ieeexplore.ieee.org/document/10551463/,IEEE,2024
36346855,IEEE Rev Biomed Eng,10.1109/RBME.2022.3220505,https://ieeexplore.ieee.org/document/9942311/,IEEE,2024
38715709,Stat Biosci,10.1007/s12561-023-09377-7,https://link.springer.com/article/10.1007/s12561-023-09377-7,Springer,2024
38715709,Stat Biosci,10.1007/s12561-023-09377-7,https://link.springer.com/article/10.1007/s12561-023-09377-7,Springer,2024
38179127,Stat Biosci,10.1007/s12561-022-09350-w,https://link.springer.com/article/10.1007/s12561-022-09350-w,Springer,2023
38889252,Circ Cardiovasc Interv,10.1161/CIRCINTERVENTIONS.124.014196,https://www.ahajournals.org/doi/10.1161/CIRCINTERVENTIONS.124.014196,Unknown,2024
38889252,Circ Cardiovasc Interv,10.1161/CIRCINTERVENTIONS.124.014196,https://www.ahajournals.org/doi/10.1161/CIRCINTERVENTIONS.124.014196,Unknown,2024
38853766,Circ Cardiovasc Interv,10.1161/CIRCINTERVENTIONS.123.014143,https://www.ahajournals.org/doi/10.1161/CIRCINTERVENTIONS.123.014143,Unknown,2024
19844607,J Sing,,,,2005
19844607,J Sing,,,,2005
19844607,J Sing,,,,2005
19898673,Bull Am Soc Papyrol,,,,2007
19898673,Bull Am Soc Papyrol,,,,2007
19898673,Bull Am Soc Papyrol,,,,2007
20396606,Open Trop Med J,10.2174/1874315300801010056,https://benthamopen.com/ABSTRACT/TOTMJ-1-56,Unknown,2008
