PMID,Journal,doi,doi_url,publisher_guess,year
5408722,Quad Clin Ostet Ginecol,,,,1969
5520358,Quad Radiol,,,,1970
5520358,Quad Radiol,,,,1970
5362798,Quad Radiol,,,,1969
4983620,Qld Nurses J,,,,1969
4983620,Qld Nurses J,,,,1969
4967060,Qld Nurses J,,,,1968
38912671,Quintessence Int,10.3290/j.qi.b5503749,https://www.quintessence-publishing.com/deu/de/article/5503749/quintessence-international/preprint/integrative-approach-for-supernumerary-teeth-a-single-center-retrospective-analysis,Unknown,2024
38912671,Quintessence Int,10.3290/j.qi.b5503749,https://www.quintessence-publishing.com/deu/de/article/5503749/quintessence-international/preprint/integrative-approach-for-supernumerary-teeth-a-single-center-retrospective-analysis,Unknown,2024
38619260,Quintessence Int,10.3290/j.qi.b5213685,https://www.quintessence-publishing.com/deu/de/article/5213685/quintessence-international/2024/06/marginal-bone-loss-in-ball-versus-locator-attachments-in-implant-retained-overdentures-systematic-review-and-meta-analysis,Unknown,2024
1819077,Quintessenz,,,,1991
1819077,Quintessenz,,,,1991
1819068,Quintessenz,,,,1991
1819104,Quintessenz J,,,,1991
1819104,Quintessenz J,,,,1991
1819109,Quintessenz J,,,,1991
756052,Quad Criminol Clin,,,,1978
756052,Quad Criminol Clin,,,,1978
4830030,Quad Criminol Clin,,,,1974
3268925,Quad Sclavo Diagn,,,,1988
3268925,Quad Sclavo Diagn,,,,1988
3441588,Quad Sclavo Diagn,,,,1987
5292534,Quintessenza,,,,1970
5292534,Quintessenza,,,,1970
4948946,Quintessenza,,,,1970
5258592,R Can Dent Corps Q,,,,1969
5258592,R Can Dent Corps Q,,,,1969
5236971,R Can Dent Corps Q,,,,1967
1615149,Quintessenz Zahntech,,,,1992
1615149,Quintessenz Zahntech,,,,1992
1852890,Quintessenz Zahntech,,,,1991
11655741,R Soc Health J,,,,1985
11655741,R Soc Health J,,,,1985
7134387,R Soc Health J,10.1177/146642408210200401,https://journals.sagepub.com/doi/10.1177/146642408210200401,SAGE Publications,1982
1052555,Rad Med Fak Zagrebu,,,,1976
1052555,Rad Med Fak Zagrebu,,,,1976
4807509,Rad Med Fak Zagrebu,,,,1973
4479996,Radiat Data Rep,,,,1974
4479996,Radiat Data Rep,,,,1974
4818371,Radiat Data Rep,,,,1974
3937175,Radiat Res Suppl,,,,1985
3937175,Radiat Res Suppl,,,,1985
3937169,Radiat Res Suppl,,,,1985
5404332,Radiobiol Radioter Fis Med,,,,1969
5404332,Radiobiol Radioter Fis Med,,,,1969
4978178,Radiobiol Radioter Fis Med,,,,1968
2385752,Radiobiol Radiother (Berl),,,,1990
2385752,Radiobiol Radiother (Berl),,,,1990
2113299,Radiobiol Radiother (Berl),,,,1990
8392736,Radiobiologiia,,,,1993
8392736,Radiobiologiia,,,,1993
1494647,Radiobiologiia,,,,1992
38909418,Radiography,10.1016/j.radi.2024.06.008,https://linkinghub.elsevier.com/retrieve/pii/S1078817424001561,ScienceDirect,2024
38909418,Radiography,10.1016/j.radi.2024.06.008,https://linkinghub.elsevier.com/retrieve/pii/S1078817424001561,ScienceDirect,2024
38657385,Radiography,10.1016/j.radi.2024.04.005,https://linkinghub.elsevier.com/retrieve/pii/S1078817424000828,ScienceDirect,2024
5756075,Radiol Austriaca,,,,1968
5756075,Radiol Austriaca,,,,1968
5755638,Radiol Austriaca,,,,1968
740895,Radiol Clin (Basel),,,,1978
740895,Radiol Clin (Basel),,,,1978
704807,Radiol Clin (Basel),,,,1978
4853776,Radiol Clin Biol,,,,1974
4853776,Radiol Clin Biol,,,,1974
4745076,Radiol Clin Biol,,,,1973
38777546,Radiol Clin North Am,10.1016/j.rcl.2024.01.003,https://linkinghub.elsevier.com/retrieve/pii/S0033838924000034,ScienceDirect,2024
38777546,Radiol Clin North Am,10.1016/j.rcl.2024.01.003,https://linkinghub.elsevier.com/retrieve/pii/S0033838924000034,ScienceDirect,2024
38553184,Radiol Clin North Am,10.1016/j.rcl.2024.02.002,https://linkinghub.elsevier.com/retrieve/pii/S0033838924000149,ScienceDirect,2024
2367634,Radiol Diagn (Berl),,,,1990
2367634,Radiol Diagn (Berl),,,,1990
2277847,Radiol Diagn (Berl),,,,1990
5172416,Radiol Health Data Rep,,,,1971
5172416,Radiol Health Data Rep,,,,1971
5122511,Radiol Health Data Rep,,,,1971
38719562,Radiol Technol,,,,2024
38719562,Radiol Technol,,,,2024
38719560,Radiol Technol,,,,2024
38900033,Radiology,10.1148/ryai.240263,https://pubs.rsna.org/doi/10.1148/ryai.240263,Unknown,2024
30726647,Radiol Manage,,,,2017
30726647,Radiol Manage,,,,2017
27172648,Radiol Manage,,,,2016
260278,RANF Rev,,,,1978
260278,RANF Rev,,,,1978
244965,RANF Rev,,,,1977
5857467,Rass Clin Sci,,,,1965
5857467,Rass Clin Sci,,,,1965
5845721,Rass Clin Sci,,,,1965
5997961,Rass Clin Ter,,,,1966
5997961,Rass Clin Ter,,,,1966
14307814,Rass Clin Ter,,,,1965
5865424,Rass Dermatol Sifilogr,,,,1965
5865424,Rass Dermatol Sifilogr,,,,1965
13982941,Rass Dermatol Sifilogr,,,,1962
1584993,Acta Histochem Suppl,,,,1992
1584993,Acta Histochem Suppl,,,,1992
2127855,Acta Histochem Suppl,,,,1990
3547498,Quintessenz Impulse,,,,1986
3547498,Quintessenz Impulse,,,,1986
3469688,Quintessenz Impulse,,,,1986
5865805,Rass Fisiopatol Clin Ter,,,,1965
5865805,Rass Fisiopatol Clin Ter,,,,1965
14129132,Rass Fisiopatol Clin Ter,,,,1963
5052319,Rass Int Clin Ter,,,,1972
5052319,Rass Int Clin Ter,,,,1972
5129485,Rass Int Clin Ter,,,,1971
4527525,Rass Int Stomatol Prat,,,,1973
4527525,Rass Int Stomatol Prat,,,,1973
5316217,Rass Int Stomatol Prat,,,,1971
10314557,Res Health Econ,,,,1979
10314557,Res Health Econ,,,,1979
10256993,Res Health Econ,,,,1979
5861948,Rass Med Sarda,,,,1965
5861948,Rass Med Sarda,,,,1965
14238326,Rass Med Sarda,,,,1964
5404540,Rass Neurol Veg,,,,1969
5404540,Rass Neurol Veg,,,,1969
5960655,Rass Neurol Veg,,,,1966
5760293,Rass Neuropsichiatr,,,,1968
5760293,Rass Neuropsichiatr,,,,1968
5875056,Rass Neuropsichiatr,,,,1965
382251,Rass Odontotec,,,,1979
382251,Rass Odontotec,,,,1979
5254969,Rass Odontotec,,,,1969
10569080,Regan Rep Nurs Law,,,,1999
10569080,Regan Rep Nurs Law,,,,1999
9355610,Regan Rep Nurs Law,,,,1997
14304503,Rass Studi Psichiatr,,,,1965
14304503,Rass Studi Psichiatr,,,,1965
14236365,Rass Studi Psichiatr,,,,1964
4531061,Rass Trimest Odontoiatr,,,,1973
4531061,Rass Trimest Odontoiatr,,,,1973
5254604,Rass Trimest Odontoiatr,,,,1968
3256005,Ration Drug Ther,,,,1988
3256005,Ration Drug Ther,,,,1988
6535163,Ration Drug Ther,,,,1984
14303765,Reanim Organes Artif,,,,1965
14303765,Reanim Organes Artif,,,,1965
14303764,Reanim Organes Artif,,,,1965
38906702,Respir Care,10.4187/respcare.11643,https://rc.rcjournal.com/content/early/2024/06/21/respcare.11643,Unknown,2024
38906702,Respir Care,10.4187/respcare.11643,https://rc.rcjournal.com/content/early/2024/06/21/respcare.11643,Unknown,2024
38626951,Respir Care,10.4187/respcare.11160,https://rc.rcjournal.com/content/69/7/839,Unknown,2024
11658165,Read Dig,,,,1997
11658165,Read Dig,,,,1997
10240692,Read Dig,,,,1979
5373901,Rec Chem Prog,,,,1969
5373901,Rec Chem Prog,,,,1969
20253248,Rec Chem Prog,,,,1947
6598874,Riv Ital Odontotec,,,,1984
6598874,Riv Ital Odontotec,,,,1984
6764675,Riv Ital Odontotec,,,,1982
5658709,Recent Adv Biol Psychiatry,10.1007/978-1-4684-9072-5_26,https://link.springer.com/chapter/10.1007/978-1-4684-9072-5_26,Springer,1968
5658709,Recent Adv Biol Psychiatry,10.1007/978-1-4684-9072-5_26,https://link.springer.com/chapter/10.1007/978-1-4684-9072-5_26,Springer,1968
14285897,Recent Adv Biol Psychiatry,,,,1963
1032013,Recent Adv Stud Cardiac Struct Metab,,,,1976
1032013,Recent Adv Stud Cardiac Struct Metab,,,,1976
1032021,Recent Adv Stud Cardiac Struct Metab,,,,1976
2274710,Reconstr Surg Traumatol,,,,1990
2274710,Reconstr Surg Traumatol,,,,1990
5070996,Reconstr Surg Traumatol,,,,1972
38904657,Rehabil Nurs,10.1097/RNJ.0000000000000464,,Unknown,2024
38904657,Rehabil Nurs,10.1097/RNJ.0000000000000464,,Unknown,2024
