PMID,Journal,doi,doi_url,publisher_guess,year
12339512,Coeur,,,,1983
12339512,Coeur,,,,1983
12339512,Coeur,,,,1983
12346497,Droit Soc,,,,1993
12346497,Droit Soc,,,,1993
12346497,Droit Soc,,,,1993
12279462,Ann Insee,,,,1981
12279462,Ann Insee,,,,1981
12279462,Ann Insee,,,,1981
12321772,Reach Out,,,,1998
12321772,Reach Out,,,,1998
12288823,Reach Out,,,,1993
12282576,Rev Int Pediatr,,,,1988
12282576,Rev Int Pediatr,,,,1988
12282574,Rev Int Pediatr,,,,1988
12267508,Inn Med,,,,1985
12267508,Inn Med,,,,1985
12308221,Inn Med,,,,1976
12288777,Behav Sci Res,10.1177/106939719202600106,https://journals.sagepub.com/doi/10.1177/106939719202600106,SAGE Publications,1992
12288777,Behav Sci Res,10.1177/106939719202600106,https://journals.sagepub.com/doi/10.1177/106939719202600106,SAGE Publications,1992
12143607,Behav Sci Res,10.1177/106939718201700105,https://journals.sagepub.com/doi/10.1177/106939718201700105,SAGE Publications,1982
12311916,Indian J Clin Psychol,,,,1981
12311916,Indian J Clin Psychol,,,,1981
12311916,Indian J Clin Psychol,,,,1981
38872606,Phys Sportsmed,10.1080/00913847.2024.2367401,https://www.tandfonline.com/doi/full/10.1080/00913847.2024.2367401,Taylor & Francis,2024
38872606,Phys Sportsmed,10.1080/00913847.2024.2367401,https://www.tandfonline.com/doi/full/10.1080/00913847.2024.2367401,Taylor & Francis,2024
36460302,Phys Sportsmed,10.1080/00913847.2022.2154624,https://www.tandfonline.com/doi/full/10.1080/00913847.2022.2154624,Taylor & Francis,2023
26633911,Contemp Sociol,10.1177/0094306112457651b,https://journals.sagepub.com/doi/10.1177/0094306112457651b,SAGE Publications,2012
26633911,Contemp Sociol,10.1177/0094306112457651b,https://journals.sagepub.com/doi/10.1177/0094306112457651b,SAGE Publications,2012
26633911,Contemp Sociol,10.1177/0094306112457651b,https://journals.sagepub.com/doi/10.1177/0094306112457651b,SAGE Publications,2012
38897224,Aktuelle Urol,10.1055/a-2307-4049,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2307-4049,Unknown,2024
38897224,Aktuelle Urol,10.1055/a-2307-4049,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2307-4049,Unknown,2024
38653465,Aktuelle Urol,10.1055/a-2252-0237,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2252-0237,Unknown,2024
12305430,Chim Ther,,,,1969
12305430,Chim Ther,,,,1969
12334343,Chim Ther,,,,1967
12311304,Bull Postgrad Inst Med Educ Res Chandigarh,,,,1980
12311304,Bull Postgrad Inst Med Educ Res Chandigarh,,,,1980
12311304,Bull Postgrad Inst Med Educ Res Chandigarh,,,,1980
36313982,Niger J Paediatr,,,,2022
36313982,Niger J Paediatr,,,,2022
12314456,Niger J Paediatr,,,,1984
25328248,Pak J Zool,,,,2012
25328248,Pak J Zool,,,,2012
25328248,Pak J Zool,,,,2012
12318537,Med Annu,,,,1978
12318537,Med Annu,,,,1978
13589288,Med Annu,,,,1958
12282268,Orvoskepzes,,,,1986
12282268,Orvoskepzes,,,,1986
12312969,Orvoskepzes,,,,1983
12280590,Lyon Pharm,,,,1984
12280590,Lyon Pharm,,,,1984
12280590,Lyon Pharm,,,,1984
12345294,Zdravookhr Beloruss,,,,1977
12345294,Zdravookhr Beloruss,,,,1977
14150577,Zdravookhr Beloruss,,,,1963
12279177,Proc Am Assoc Cancer Res,,,,1956
12279177,Proc Am Assoc Cancer Res,,,,1956
12312852,Proc Am Assoc Cancer Res,,,,1953
12279282,Anthropol Kozl,,,,1979
12279282,Anthropol Kozl,,,,1979
12279282,Anthropol Kozl,,,,1979
727232,Am J Pharm,,,,1978
727232,Am J Pharm,,,,1978
354408,Am J Pharm,,,,1978
12264137,Proc Univ Otago Med Sch,,,,1981
12264137,Proc Univ Otago Med Sch,,,,1981
12264137,Proc Univ Otago Med Sch,,,,1981
12341999,Anal Psychol,,,,1987
12341999,Anal Psychol,,,,1987
12341999,Anal Psychol,,,,1987
12286868,Istanbul Tip Fak Mecmuasi,,,,1990
12286868,Istanbul Tip Fak Mecmuasi,,,,1990
12286868,Istanbul Tip Fak Mecmuasi,,,,1990
38025044,J Conflict Resolut,10.1177/00220027231159830,https://journals.sagepub.com/doi/10.1177/00220027231159830,SAGE Publications,2024
38025044,J Conflict Resolut,10.1177/00220027231159830,https://journals.sagepub.com/doi/10.1177/00220027231159830,SAGE Publications,2024
30886442,J Conflict Resolut,10.1177/0022002716656446,https://journals.sagepub.com/doi/10.1177/0022002716656446,SAGE Publications,2018
12283400,Koshu Eisei In Kenkyu Hokoku,,,,1990
12283400,Koshu Eisei In Kenkyu Hokoku,,,,1990
12283400,Koshu Eisei In Kenkyu Hokoku,,,,1990
12282908,Patna J Med,,,,1987
12282908,Patna J Med,,,,1987
12254808,Patna J Med,,,,1969
12311205,Dtsch Rentenversicher,,,,1979
12311205,Dtsch Rentenversicher,,,,1979
12311205,Dtsch Rentenversicher,,,,1979
12317241,Gov Publ Rev,10.1016/0277-9390(92)90085-p,https://linkinghub.elsevier.com/retrieve/pii/027793909290085P,ScienceDirect,1992
12317241,Gov Publ Rev,10.1016/0277-9390(92)90085-p,https://linkinghub.elsevier.com/retrieve/pii/027793909290085P,ScienceDirect,1992
12337390,Gov Publ Rev,10.1016/0093-061x(77)90019-3,https://linkinghub.elsevier.com/retrieve/pii/0093061X77900193,ScienceDirect,1977
12338318,Biol Psychol Bull,,,,1980
12338318,Biol Psychol Bull,,,,1980
12338318,Biol Psychol Bull,,,,1980
12336458,Southwest J Anthropol,10.1086/soutjanth.19.4.3629287,https://www.journals.uchicago.edu/doi/10.1086/soutjanth.19.4.3629287,Unknown,1963
12336458,Southwest J Anthropol,10.1086/soutjanth.19.4.3629287,https://www.journals.uchicago.edu/doi/10.1086/soutjanth.19.4.3629287,Unknown,1963
12259237,Southwest J Anthropol,10.1086/soutjanth.12.2.3629113,https://www.journals.uchicago.edu/doi/10.1086/soutjanth.12.2.3629113,Unknown,1956
12156753,Mediterr Med,,,,1995
12156753,Mediterr Med,,,,1995
12156754,Mediterr Med,,,,1983
12337638,Acta Med Rom,,,,1980
12337638,Acta Med Rom,,,,1980
12309199,Acta Med Rom,,,,1978
12278215,Dif Soc,,,,1975
12278215,Dif Soc,,,,1975
12278215,Dif Soc,,,,1975
12336811,Rev Paul Hosp,,,,1972
12336811,Rev Paul Hosp,,,,1972
12336811,Rev Paul Hosp,,,,1972
12279435,Sem Med Mex,,,,1981
12279435,Sem Med Mex,,,,1981
13914689,Sem Med Mex,,,,1961
12309850,Philipp J Pediatr,,,,1972
12309850,Philipp J Pediatr,,,,1972
12309850,Philipp J Pediatr,,,,1972
12279128,Rass Med Sper,,,,1980
12279128,Rass Med Sper,,,,1980
12255490,Rass Med Sper,,,,1970
12315887,Ohio J Sci,,,,1989
12315887,Ohio J Sci,,,,1989
20282997,Ohio J Sci,,,,1946
12287303,Nihon Univ J Med,,,,1992
12287303,Nihon Univ J Med,,,,1992
12287303,Nihon Univ J Med,,,,1992
12278479,Ouest Med,,,,1980
12278479,Ouest Med,,,,1980
12257596,Ouest Med,,,,1973
12311010,Cah Laennec,,,,1964
12311010,Cah Laennec,,,,1964
15395502,Cah Laennec,,,,1949
35634265,Hum Relat,10.1177/00187267211011000,https://journals.sagepub.com/doi/10.1177/00187267211011000,SAGE Publications,2022
35634265,Hum Relat,10.1177/00187267211011000,https://journals.sagepub.com/doi/10.1177/00187267211011000,SAGE Publications,2022
12279679,Hum Relat,10.1177/001872678103401002,https://journals.sagepub.com/doi/10.1177/001872678103401002,SAGE Publications,1981
12338241,Neurobiologia,,,,1978
12338241,Neurobiologia,,,,1978
20264015,Neurobiologia,,,,1947
12304790,NY Med,,,,1970
12304790,NY Med,,,,1970
14853096,NY Med,,,,1951
12336908,Chem Weekbl,,,,1966
12336908,Chem Weekbl,,,,1966
12336908,Chem Weekbl,,,,1966
12311415,Minn Pharm,,,,1972
12311415,Minn Pharm,,,,1972
12311415,Minn Pharm,,,,1972
23997401,Soc Behav Pers,10.2224/sbp.2013.41.3.477,https://www.ingentaconnect.com/content/sbp/sbp/2013/00000041/00000003/art00013;jsessionid=2mmsvs6kjgcku.x-ic-live-03,Unknown,2013
23997401,Soc Behav Pers,10.2224/sbp.2013.41.3.477,https://www.ingentaconnect.com/content/sbp/sbp/2013/00000041/00000003/art00013;jsessionid=2mmsvs6kjgcku.x-ic-live-03,Unknown,2013
23997401,Soc Behav Pers,10.2224/sbp.2013.41.3.477,https://www.ingentaconnect.com/content/sbp/sbp/2013/00000041/00000003/art00013;jsessionid=2mmsvs6kjgcku.x-ic-live-03,Unknown,2013
12336250,Contracept Technol,,,,1980
12336250,Contracept Technol,,,,1980
12336250,Contracept Technol,,,,1980
12305346,Jpn J Obstet Gynecol,,,,1934
12305346,Jpn J Obstet Gynecol,,,,1934
12305346,Jpn J Obstet Gynecol,,,,1934
12312485,Med Contact (Bussum),,,,1981
12312485,Med Contact (Bussum),,,,1981
12312485,Med Contact (Bussum),,,,1981
12333495,Merrill Palmer Q,,,,1973
12333495,Merrill Palmer Q,,,,1973
12333495,Merrill Palmer Q,,,,1973
12259333,Kazan Med Zh,,,,1975
12259333,Kazan Med Zh,,,,1975
13989018,Kazan Med Zh,,,,1963
12262441,Prescr J,,,,1973
12262441,Prescr J,,,,1973
12262441,Prescr J,,,,1973
12309749,Rev Med Picardie,,,,1978
12309749,Rev Med Picardie,,,,1978
12309749,Rev Med Picardie,,,,1978
12312052,Acta Pharm Jugosl,,,,1982
12312052,Acta Pharm Jugosl,,,,1982
12312052,Acta Pharm Jugosl,,,,1982
12315973,Med Sport (Berl),,,,1987
12315973,Med Sport (Berl),,,,1987
12315369,Med Sport (Berl),,,,1986
12331938,Clin Term,,,,1970
12331938,Clin Term,,,,1970
12331938,Clin Term,,,,1970
12340365,Feuill Biol,,,,1984
12340365,Feuill Biol,,,,1984
12340365,Feuill Biol,,,,1984
12315168,Genet Iber,,,,1985
12315168,Genet Iber,,,,1985
12315168,Genet Iber,,,,1985
12261016,Indian J Med Educ,,,,1973
12261016,Indian J Med Educ,,,,1973
12306138,Indian J Med Educ,,,,1972
12307521,Conn Health Bull,,,,1974
12307521,Conn Health Bull,,,,1974
20268905,Conn Health Bull,,,,1947
12285020,Drug Topics,,,,1991
12285020,Drug Topics,,,,1991
12285020,Drug Topics,,,,1991
12310069,Ann Med Phys (Lille),,,,1978
12310069,Ann Med Phys (Lille),,,,1978
13906192,Ann Med Phys (Lille),,,,1961
12256723,Arch Venez Pueric Pediatr,,,,1972
12256723,Arch Venez Pueric Pediatr,,,,1972
20247073,Arch Venez Pueric Pediatr,,,,1946
12338816,Courrier,,,,1982
12338816,Courrier,,,,1982
14469133,Courrier,,,,1961
38898883,Educ Psychol Meas,10.1177/00131644231165306,https://journals.sagepub.com/doi/10.1177/00131644231165306,SAGE Publications,2024
38898883,Educ Psychol Meas,10.1177/00131644231165306,https://journals.sagepub.com/doi/10.1177/00131644231165306,SAGE Publications,2024
36601251,Educ Psychol Meas,10.1177/00131644221077359,https://journals.sagepub.com/doi/10.1177/00131644221077359,SAGE Publications,2023
12333541,Curr Med Pract,,,,1973
12333541,Curr Med Pract,,,,1973
13867134,Curr Med Pract,,,,1962
12338162,Acta Med Costarric,,,,1980
12338162,Acta Med Costarric,,,,1980
12338162,Acta Med Costarric,,,,1980
12261906,Arch Child Health,,,,1977
12261906,Arch Child Health,,,,1977
12261906,Arch Child Health,,,,1977
34621104,Caribb Med J,10.48107/cmj.2021.07.01,https://www.caribbeanmedicaljournal.org/2021/07/25/cardiovascular-health-in-a-single-community-in-rural-haiti-a-cross-sectional-study/,Unknown,2021
34621104,Caribb Med J,10.48107/cmj.2021.07.01,https://www.caribbeanmedicaljournal.org/2021/07/25/cardiovascular-health-in-a-single-community-in-rural-haiti-a-cross-sectional-study/,Unknown,2021
13843069,Caribb Med J,,,,1959
12293694,Cesk Psychol,,,,1997
