PMID,Journal,doi,doi_url,publisher_guess,year
5892630,Osp Maggiore,,,,1965
5892630,Osp Maggiore,,,,1965
14293974,Osp Maggiore,,,,1964
5151155,Osp Psichiatr,,,,1971
5151155,Osp Psichiatr,,,,1971
5143412,Osp Psichiatr,,,,1971
1076433,Osterr Dent Z,,,,1976
1076433,Osterr Dent Z,,,,1976
1076419,Osterr Dent Z,,,,1975
4497072,Osterr Hebammenztg,,,,1974
4497072,Osterr Hebammenztg,,,,1974
5195554,Osterr Hebammenztg,,,,1969
11995290,Osterr Krankenpflegez,,,,2000
11995290,Osterr Krankenpflegez,,,,2000
10647431,Osterr Krankenpflegez,,,,1999
4492107,Osterr Schwesternztg,,,,1973
4492107,Osterr Schwesternztg,,,,1973
5209220,Osterr Schwesternztg,,,,1971
4740362,Osterr Z Erforsch Bekampf Krebskr,,,,1973
4740362,Osterr Z Erforsch Bekampf Krebskr,,,,1973
5171243,Osterr Z Erforsch Bekampf Krebskr,,,,1971
6588359,Osterr Z Stomatol,,,,1983
6588359,Osterr Z Stomatol,,,,1983
6588355,Osterr Z Stomatol,,,,1983
275782,Osterr Zahntech Handwerk,,,,1977
275782,Osterr Zahntech Handwerk,,,,1977
4535682,Osterr Zahntech Handwerk,,,,1974
1961654,Osterr Zahnarzteztg,,,,1991
1961654,Osterr Zahnarzteztg,,,,1991
3328841,Osterr Zahnarzteztg,,,,1987
38910065,Otolaryngol Clin North Am,10.1016/j.otc.2024.05.003,https://linkinghub.elsevier.com/retrieve/pii/S0030666524000720,ScienceDirect,2024
38910065,Otolaryngol Clin North Am,10.1016/j.otc.2024.05.003,https://linkinghub.elsevier.com/retrieve/pii/S0030666524000720,ScienceDirect,2024
37516653,Otolaryngol Clin North Am,10.1016/j.otc.2023.06.006,https://linkinghub.elsevier.com/retrieve/pii/S003066652300110X,ScienceDirect,2023
31497378,Otolaryngology,10.4172/2161-119X.1000366,,Unknown,2019
31497378,Otolaryngology,10.4172/2161-119X.1000366,,Unknown,2019
24066241,Otolaryngology,10.1155/2013/698382,https://www.hindawi.com/journals/isrn/2013/698382/,Unknown,2013
11112982,Otolaryngol Head Neck Surg (1979),,,,2000
11112982,Otolaryngol Head Neck Surg (1979),,,,2000
9807094,Otolaryngol Head Neck Surg (1979),10.1016/S0194-5998(98)70128-7,https://aao-hnsfjournals.onlinelibrary.wiley.com/doi/10.1016/S0194-5998%2898%2970128-7,Wiley,1998
1997947,Oncogene Res,,,,1991
1997947,Oncogene Res,,,,1991
2204022,Oncogene Res,,,,1990
5065019,Jibiinkoka,,,,1972
5065019,Jibiinkoka,,,,1972
5106976,Jibiinkoka,,,,1971
1078409,Otorinolaringol Ital,,,,1975
1078409,Otorinolaringol Ital,,,,1975
5614413,Otorinolaringol Ital,,,,1967
17193936,ONS News,,,,2006
17193936,ONS News,,,,2006
15862043,ONS News,,,,2005
10303276,Osteopath Hosp Leadersh,,,,1989
10303276,Osteopath Hosp Leadersh,,,,1989
10285886,Osteopath Hosp Leadersh,,,,1987
4858929,Otorinolaringologie,,,,1974
4858929,Otorinolaringologie,,,,1974
4645451,Otorinolaringologie,,,,1972
4509927,Outlook Bull South Dent Soc N J,,,,1972
4509927,Outlook Bull South Dent Soc N J,,,,1972
5230766,Outlook Bull South Dent Soc N J,,,,1967
8336981,Oxf Rev Reprod Biol,,,,1993
8336981,Oxf Rev Reprod Biol,,,,1993
1845335,Oxf Rev Reprod Biol,,,,1991
30351619,Pa Dent J (Harrisb),,,,2017
30351619,Pa Dent J (Harrisb),,,,2017
26591835,Pa Dent J (Harrisb),,,,2015
11692324,Pa Med,,,,2001
11692324,Pa Med,,,,2001
11692323,Pa Med,,,,2001
34079147,Pa Nurse,,,,2016
34079147,Pa Nurse,,,,2016
22916411,Pa Nurse,,,,2012
5294013,Pac Med Surg,,,,1968
5294013,Pac Med Surg,,,,1968
5979503,Pac Med Surg,,,,1966
8259322,Padiatr Grenzgeb,,,,1993
8259322,Padiatr Grenzgeb,,,,1993
8259310,Padiatr Grenzgeb,,,,1993
1845659,Paediatr Indones,,,,1991
1845659,Paediatr Indones,,,,1991
1780165,Paediatr Indones,,,,1991
7088578,Paediatrician,,,,1982
7088578,Paediatrician,,,,1982
492726,Paediatrician,,,,1979
37363612,Padiatr Padol,10.1007/s00608-023-01095-z,https://link.springer.com/article/10.1007/s00608-023-01095-z,Springer,2023
37363612,Padiatr Padol,10.1007/s00608-023-01095-z,https://link.springer.com/article/10.1007/s00608-023-01095-z,Springer,2023
37090230,Padiatr Padol,10.1007/s00608-023-01091-3,https://link.springer.com/article/10.1007/s00608-023-01091-3,Springer,2023
6610160,Padiatr Padol Suppl,,,,1984
6610160,Padiatr Padol Suppl,,,,1984
806874,Padiatr Padol Suppl,,,,1975
5535257,Paediatr Univ Tokyo,,,,1970
5535257,Paediatr Univ Tokyo,,,,1970
5514644,Paediatr Univ Tokyo,,,,1970
714494,Pahlavi Med J,,,,1978
714494,Pahlavi Med J,,,,1978
1272596,Pahlavi Med J,,,,1976
2308770,Pain Suppl,,,,1990
2308770,Pain Suppl,,,,1990
3473412,Pain Suppl,,,,1987
2263394,Ophtalmologie,,,,1990
2263394,Ophtalmologie,,,,1990
2263389,Ophtalmologie,,,,1990
296799,Pak Dent Rev,,,,1979
296799,Pak Dent Rev,,,,1979
5247716,Pak Dent Rev,,,,1968
2700597,Odontol Postgrado,,,,1989
2700597,Odontol Postgrado,,,,1989
2638731,Odontol Postgrado,,,,1989
1051865,Pak Nurs Health Rev,,,,1976
1051865,Pak Nurs Health Rev,,,,1976
5209630,Pak Nurs Health Rev,,,,1971
38903043,Panminerva Med,10.23736/S0031-0808.24.05184-X,https://www.minervamedica.it/alert.php,Unknown,2024
38903043,Panminerva Med,10.23736/S0031-0808.24.05184-X,https://www.minervamedica.it/alert.php,Unknown,2024
38407013,Panminerva Med,10.23736/S0031-0808.24.05092-4,https://www.minervamedica.it/alert.php,Unknown,2024
8668361,Paraplegia,10.1038/sc.1996.34,https://www.nature.com/articles/sc199634,Nature Publishing Group,1996
8668361,Paraplegia,10.1038/sc.1996.34,https://www.nature.com/articles/sc199634,Nature Publishing Group,1996
8584298,Paraplegia,10.1038/sc.1995.135,https://www.nature.com/articles/sc1995135,Nature Publishing Group,1995
38838041,Parasite Immunol,10.1111/pim.13039,https://onlinelibrary.wiley.com/doi/10.1111/pim.13039,Wiley,2024
38838041,Parasite Immunol,10.1111/pim.13039,https://onlinelibrary.wiley.com/doi/10.1111/pim.13039,Wiley,2024
36571298,Parasite Immunol,10.1111/pim.12964,https://onlinelibrary.wiley.com/doi/10.1111/pim.12964,Wiley,2023
38808523,Parasitology,10.1017/S0031182024000696,https://www.cambridge.org/core/journals/parasitology/article/gastrointestinal-nematode-infection-during-pregnancy-and-lactation-enhances-spatial-reference-memory-and-reduces-indicators-of-anxietylike-behaviour-in-uninfected-adult-female-mouse-offspring/960838AAA281E1E0D364403BA77EC5BA,Cambridge University Press,2024
38808523,Parasitology,10.1017/S0031182024000696,https://www.cambridge.org/core/journals/parasitology/article/gastrointestinal-nematode-infection-during-pregnancy-and-lactation-enhances-spatial-reference-memory-and-reduces-indicators-of-anxietylike-behaviour-in-uninfected-adult-female-mouse-offspring/960838AAA281E1E0D364403BA77EC5BA,Cambridge University Press,2024
37846821,Parasitology,10.1017/S0031182023000938,https://www.cambridge.org/core/journals/parasitology/article/optical-microscopic-study-on-a-novel-morphological-classification-method-of-multiple-diagnostic-features-of-sarcoptes-scabiei-var-hominis/D9915D0A323428671B59CC3C12F1A15E,Cambridge University Press,2023
22320022,Parassitologia,,,,2010
22320022,Parassitologia,,,,2010
18412043,Parassitologia,,,,2007
3103079,Parodontol Stomatol (Nuova),,,,1986
3103079,Parodontol Stomatol (Nuova),,,,1986
3103074,Parodontol Stomatol (Nuova),,,,1986
29406161,Parazitologiia,,,,2017
29406161,Parazitologiia,,,,2017
29211431,Parazitologiia,,,,2016
10248140,Parking,,,,1980
10248140,Parking,,,,1980
10248140,Parking,,,,1980
5248352,Parodontol Acad Rev,,,,1968
5248352,Parodontol Acad Rev,,,,1968
4872667,Parodontol Acad Rev,,,,1968
5289777,Parodontologie (1969),,,,1971
5289777,Parodontologie (1969),,,,1971
5262578,Parodontologie (1969),,,,1969
5395785,ORNL-NSIC Rep,,,,1969
5395785,ORNL-NSIC Rep,,,,1969
5597980,ORNL-NSIC Rep,,,,1967
38861752,Orthop Nurs,10.1097/NOR.0000000000001034,https://journals.lww.com/orthopaedicnursing/citation/2024/05000/naon_announcements.14.aspx,Unknown,2024
38861752,Orthop Nurs,10.1097/NOR.0000000000001034,https://journals.lww.com/orthopaedicnursing/citation/2024/05000/naon_announcements.14.aspx,Unknown,2024
38861744,Orthop Nurs,10.1097/NOR.0000000000001027,https://journals.lww.com/orthopaedicnursing/abstract/2024/05000/nicotine_screening_and_cessation_education_among.5.aspx,Unknown,2024
7347391,Paroi Arterielle,,,,1981
7347391,Paroi Arterielle,,,,1981
917588,Paroi Arterielle,,,,1977
5685434,ORNL-TM Rep,,,,1968
5685434,ORNL-TM Rep,,,,1968
5685434,ORNL-TM Rep,,,,1968
7885728,Orthop Rev,,,,1994
7885728,Orthop Rev,,,,1994
8090555,Orthop Rev,,,,1994
8008449,Orthod Rev,,,,1993
8008449,Orthod Rev,,,,1993
2280986,Orthod Rev,,,,1990
6819537,Pathobiol Annu,,,,1982
6819537,Pathobiol Annu,,,,1982
1196675,Pathobiol Annu,,,,1975
10315879,Paramed Int,,,,1979
10315879,Paramed Int,,,,1979
10236790,Paramed Int,,,,1978
5419346,ORNL,,,,1970
5419346,ORNL,,,,1970
5419346,ORNL,,,,1970
8570281,Pathol Annu,,,,1995
8570281,Pathol Annu,,,,1995
7731740,Pathol Annu,,,,1995
10297671,PAS Rep,,,,1979
10297671,PAS Rep,,,,1979
10245245,PAS Rep,,,,1979
26657812,Pathol Biol (Paris),10.1016/j.patbio.2015.10.003,https://linkinghub.elsevier.com/retrieve/pii/S0369811415001017,ScienceDirect,2015
26657812,Pathol Biol (Paris),10.1016/j.patbio.2015.10.003,https://linkinghub.elsevier.com/retrieve/pii/S0369811415001017,ScienceDirect,2015
25434794,Pathol Biol (Paris),10.1016/j.patbio.2014.10.002,https://linkinghub.elsevier.com/retrieve/pii/S036981141400162X,ScienceDirect,2015
1026920,Pathol Eur,,,,1976
1026920,Pathol Eur,,,,1976
1208123,Pathol Eur,,,,1975
1241715,Pathol Microbiol (Basel),10.1159/000162826,https://karger.com/pat/article-abstract/43/2-3/230/381994/Natural-History-of-Primary-Lymphedema-of-the-Legs?redirectedFrom=fulltext,Karger,1975
1241715,Pathol Microbiol (Basel),10.1159/000162826,https://karger.com/pat/article-abstract/43/2-3/230/381994/Natural-History-of-Primary-Lymphedema-of-the-Legs?redirectedFrom=fulltext,Karger,1975
4843100,Pathol Microbiol (Basel),,,,1974
5535548,Pathol Vet,10.1177/030098587000700602,https://journals.sagepub.com/doi/10.1177/030098587000700602,SAGE Publications,1970
5535548,Pathol Vet,10.1177/030098587000700602,https://journals.sagepub.com/doi/10.1177/030098587000700602,SAGE Publications,1970
5508930,Pathol Vet,10.1177/030098587000700307,https://journals.sagepub.com/doi/10.1177/030098587000700307,SAGE Publications,1970
38767545,Pathologica,10.32074/1591-951X-987,,Unknown,2024
38767545,Pathologica,10.32074/1591-951X-987,,Unknown,2024
38482677,Pathologica,10.32074/1591-951X-940,,Unknown,2024
38909003,Pathology,10.1016/j.pathol.2024.03.009,https://linkinghub.elsevier.com/retrieve/pii/S0031302524001375,ScienceDirect,2024
38909003,Pathology,10.1016/j.pathol.2024.03.009,https://linkinghub.elsevier.com/retrieve/pii/S0031302524001375,ScienceDirect,2024
38355341,Pathology,10.1016/j.pathol.2024.01.002,https://linkinghub.elsevier.com/retrieve/pii/S0031302524000497,ScienceDirect,2024
6941207,New Dent,,,,1981
6941207,New Dent,,,,1981
6940096,New Dent,,,,1981
14696249,Patient Acc,,,,2003
14696249,Patient Acc,,,,2003
10538127,Patient Acc,,,,1999
29215851,Patol Fiziol Eksp Ter,,,,2017
29215851,Patol Fiziol Eksp Ter,,,,2017
29244457,Patol Fiziol Eksp Ter,,,,2016
8488083,Patol Pol,,,,1993
8488083,Patol Pol,,,,1993
2152515,Patol Pol,,,,1990
2075030,Pavlov J Biol Sci,10.1007/BF02900703,https://link.springer.com/article/10.1007/BF02900703,Springer,1990
2075030,Pavlov J Biol Sci,10.1007/BF02900703,https://link.springer.com/article/10.1007/BF02900703,Springer,1990
3050824,Pavlov J Biol Sci,10.1007/BF02701281,https://link.springer.com/article/10.1007/BF02701281,Springer,1988
5180782,Pract Dent Monogr,,,,1966
5180782,Pract Dent Monogr,,,,1966
13848195,Pract Dent Monogr,,,,1960
1052836,PDM,,,,1976
1052836,PDM,,,,1976
4802394,PDM,,,,1973
10122606,Acta Hosp,,,,1992
10122606,Acta Hosp,,,,1992
10264423,Acta Hosp,,,,1983
7383739,Pediatr Akus Ginekol,,,,1980
7383739,Pediatr Akus Ginekol,,,,1980
7402740,Pediatr Akus Ginekol,,,,1980
38852083,Pediatr Ann,10.3928/19382359-20240407-01,https://journals.healio.com/doi/10.3928/19382359-20240407-01,Unknown,2024
38852083,Pediatr Ann,10.3928/19382359-20240407-01,https://journals.healio.com/doi/10.3928/19382359-20240407-01,Unknown,2024
38700921,Pediatr Ann,10.3928/19382359-20240306-01,https://journals.healio.com/doi/10.3928/19382359-20240306-01,Unknown,2024
38754943,Pediatr Clin North Am,10.1016/j.pcl.2024.03.005,https://linkinghub.elsevier.com/retrieve/pii/S0031395524000385,ScienceDirect,2024
38754943,Pediatr Clin North Am,10.1016/j.pcl.2024.03.005,https://linkinghub.elsevier.com/retrieve/pii/S0031395524000385,ScienceDirect,2024
37865443,Pediatr Clin North Am,10.1016/j.pcl.2023.07.005,https://linkinghub.elsevier.com/retrieve/pii/S0031395523001268,ScienceDirect,2023
5843363,Pediatr Panam (1972),,,,1965
5843363,Pediatr Panam (1972),,,,1965
5841939,Pediatr Panam (1972),,,,1965
32287402,Pediatr Pol,10.1016/j.pepo.2013.08.006,https://linkinghub.elsevier.com/retrieve/pii/S0031393913001923,ScienceDirect,2013
32287402,Pediatr Pol,10.1016/j.pepo.2013.08.006,https://linkinghub.elsevier.com/retrieve/pii/S0031393913001923,ScienceDirect,2013
8975215,Pediatr Pol,,,,1996
5845164,Pediatr Prat,,,,1965
5845164,Pediatr Prat,,,,1965
14251031,Pediatr Prat,,,,1964
3755522,Pediatr Pharmacol (New York),,,,1986
3755522,Pediatr Pharmacol (New York),,,,1986
3991254,Pediatr Pharmacol (New York),,,,1985
4849451,Pediatria (Bucur),,,,1974
4849451,Pediatria (Bucur),,,,1974
4368272,Pediatria (Bucur),,,,1974
6545409,Pediatria (Napoli),,,,1983
6545409,Pediatria (Napoli),,,,1983
7170159,Pediatria (Napoli),,,,1982
5842692,Pediatria (Santiago),,,,1965
5842692,Pediatria (Santiago),,,,1965
14080018,Pediatria (Santiago),,,,1963
8587840,Acta Med Hung,,,,1994
8587840,Acta Med Hung,,,,1994
1822852,Acta Med Hung,,,,1991
8397387,Pediatrie,,,,1993
8397387,Pediatrie,,,,1993
8393976,Pediatrie,,,,1993
1614814,Pediatriia,,,,1992
1614814,Pediatriia,,,,1992
1614793,Pediatriia,,,,1992
400009,Pedod Fr,,,,1979
400009,Pedod Fr,,,,1979
293618,Pedod Fr,,,,1978
7567378,Pelican News,,,,1995
7567378,Pelican News,,,,1995
3636762,Pelican News,,,,1986
23437571,Penn Dent J (Phila),,,,2012
23437571,Penn Dent J (Phila),,,,2012
21939027,Penn Dent J (Phila),,,,2011
38897194,Percept Mot Skills,10.1177/00315125241262124,https://journals.sagepub.com/doi/10.1177/00315125241262124,SAGE Publications,2024
38897194,Percept Mot Skills,10.1177/00315125241262124,https://journals.sagepub.com/doi/10.1177/00315125241262124,SAGE Publications,2024
38268228,Percept Mot Skills,10.1177/00315125241230427,https://journals.sagepub.com/doi/10.1177/00315125241230427,SAGE Publications,2024
38900046,Perception,10.1177/03010066241258967,https://journals.sagepub.com/doi/10.1177/03010066241258967,SAGE Publications,2024
38900046,Perception,10.1177/03010066241258967,https://journals.sagepub.com/doi/10.1177/03010066241258967,SAGE Publications,2024
36920534,Perception,10.1177/03010066231157352,https://journals.sagepub.com/doi/10.1177/03010066231157352,SAGE Publications,2023
148637,Periodontal Abstr,,,,1976
148637,Periodontal Abstr,,,,1976
4241870,Periodontal Abstr,,,,1968
5248843,Periodontics,,,,1968
5248843,Periodontics,,,,1968
4874507,Periodontics,,,,1968
6926730,Perspectivas,,,,1981
6926730,Perspectivas,,,,1981
4489452,Perspectivas,,,,1973
10309124,Perspect Medicaid Manage,,,,1979
10309124,Perspect Medicaid Manage,,,,1979
10297713,Perspect Medicaid Manage,,,,1979
10297795,Perspect Medicaid Medicare Manage,,,,1979
10297795,Perspect Medicaid Medicare Manage,,,,1979
10273200,Perspect Medicaid Medicare Manage,,,,1979
38828605,Perspect Biol Med,10.1353/pbm.2024.a929024,https://muse.jhu.edu/article/929024,Unknown,2024
38828605,Perspect Biol Med,10.1353/pbm.2024.a929024,https://muse.jhu.edu/article/929024,Unknown,2024
38661935,Perspect Biol Med,10.1353/pbm.2023.a902034,https://muse.jhu.edu/article/902034,Unknown,2023
840623,Perspect Nephrol Hypertens,,,,1977
840623,Perspect Nephrol Hypertens,,,,1977
129759,Perspect Nephrol Hypertens,,,,1976
8316528,Perspect Pediatr Pathol,,,,1993
8316528,Perspect Pediatr Pathol,,,,1993
1335143,Perspect Pediatr Pathol,,,,1992
36468322,Perspect Psychiatr Care,10.1111/ppc.13139,https://onlinelibrary.wiley.com/doi/10.1111/ppc.13139,Wiley,2022
36468322,Perspect Psychiatr Care,10.1111/ppc.13139,https://onlinelibrary.wiley.com/doi/10.1111/ppc.13139,Wiley,2022
35194796,Perspect Psychiatr Care,10.1111/ppc.13057,https://onlinelibrary.wiley.com/doi/10.1111/ppc.13057,Wiley,2022
7348798,Pestic Monit J,,,,1981
7348798,Pestic Monit J,,,,1981
114969,Pestic Monit J,,,,1979
896403,Physiol Teach,,,,1977
896403,Physiol Teach,,,,1977
331235,Physiol Teach,,,,1977
38896544,Prosthet Orthot Int,10.1097/PXR.0000000000000363,https://journals.lww.com/poijournal/abstract/9900/determining_the_optimal_leading_limb_for_gait.255.aspx,Unknown,2024
38896544,Prosthet Orthot Int,10.1097/PXR.0000000000000363,https://journals.lww.com/poijournal/abstract/9900/determining_the_optimal_leading_limb_for_gait.255.aspx,Unknown,2024
38018968,Prosthet Orthot Int,10.1097/PXR.0000000000000309,https://journals.lww.com/poijournal/abstract/2024/06000/a_systematic_review_of_methods_used_to_assist.2.aspx,Unknown,2024
5243245,Pflugers Arch Gesamte Physiol Menschen Tiere,,,,1968
5243245,Pflugers Arch Gesamte Physiol Menschen Tiere,,,,1968
5239186,Pflugers Arch Gesamte Physiol Menschen Tiere,,,,1967
10812979,Pharm Acta Helv,10.1016/s0031-6865(99)00044-8,https://linkinghub.elsevier.com/retrieve/pii/S0031686599000448,ScienceDirect,2000
10812979,Pharm Acta Helv,10.1016/s0031-6865(99)00044-8,https://linkinghub.elsevier.com/retrieve/pii/S0031686599000448,ScienceDirect,2000
10812958,Pharm Acta Helv,10.1016/s0031-6865(99)00033-3,https://linkinghub.elsevier.com/retrieve/pii/S0031686599000333,ScienceDirect,2000
4718576,Pharm Prax,,,,1973
4718576,Pharm Prax,,,,1973
5544211,Pharm Prax,,,,1971
23362553,Pharm Unserer Zeit,10.1002/pauz.201200496,https://onlinelibrary.wiley.com/doi/10.1002/pauz.201200496,Wiley,2012
23362553,Pharm Unserer Zeit,10.1002/pauz.201200496,https://onlinelibrary.wiley.com/doi/10.1002/pauz.201200496,Wiley,2012
22470918,Pharm Unserer Zeit,10.1002/pauz.201100452,https://onlinelibrary.wiley.com/doi/10.1002/pauz.201100452,Wiley,2012
4697533,Pharm Weekbl,,,,1973
4697533,Pharm Weekbl,,,,1973
5024483,Pharm Weekbl,,,,1972
2748692,Pharmatherapeutica,,,,1989
2748692,Pharmatherapeutica,,,,1989
3763653,Pharmatherapeutica,,,,1986
14308540,Pharm Zentralhalle Dtschl,,,,1965
14308540,Pharm Zentralhalle Dtschl,,,,1965
13864107,Pharm Zentralhalle Dtschl,,,,1961
5503535,Pharmacol Physicians,,,,1970
5503535,Pharmacol Physicians,,,,1970
5802698,Pharmacol Physicians,,,,1969
3266797,Pharmacol Res Commun,10.1016/s0031-6989(88)80847-6,https://linkinghub.elsevier.com/retrieve/pii/S0031698988808476,ScienceDirect,1988
3266797,Pharmacol Res Commun,10.1016/s0031-6989(88)80847-6,https://linkinghub.elsevier.com/retrieve/pii/S0031698988808476,ScienceDirect,1988
2850583,Pharmacol Res Commun,10.1016/s0031-6989(88)80738-0,https://linkinghub.elsevier.com/retrieve/pii/S0031698988807380,ScienceDirect,1988
38914468,Pharmacol Rev,10.1124/pharmrev.123.000923,https://pharmrev.aspetjournals.org/content/early/2024/06/24/pharmrev.123.000923,Unknown,2024
38914468,Pharmacol Rev,10.1124/pharmrev.123.000923,https://pharmrev.aspetjournals.org/content/early/2024/06/24/pharmrev.123.000923,Unknown,2024
36549865,Pharmacol Rev,10.1124/pharmrev.122.000679,https://pharmrev.aspetjournals.org/content/75/3/521,Unknown,2023
573907,Pharmacol Ther B,10.1016/0163-7258(79)90125-6,https://linkinghub.elsevier.com/retrieve/pii/0163725879901256,ScienceDirect,1979
573907,Pharmacol Ther B,10.1016/0163-7258(79)90125-6,https://linkinghub.elsevier.com/retrieve/pii/0163725879901256,ScienceDirect,1979
386365,Pharmacol Ther B,10.1016/0163-7258(79)90082-2,https://linkinghub.elsevier.com/retrieve/pii/0163725879900822,ScienceDirect,1979
7045890,Pharmacol Ther Dent,,,,1981
7045890,Pharmacol Ther Dent,,,,1981
5293399,Pharmacol Ther Dent,,,,1971
7208605,Pharmakopsychiatr Neuropsychopharmakol,10.1055/s-2007-1019652,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-2007-1019652,Unknown,1980
7208605,Pharmakopsychiatr Neuropsychopharmakol,10.1055/s-2007-1019652,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-2007-1019652,Unknown,1980
6102771,Pharmakopsychiatr Neuropsychopharmakol,10.1055/s-2007-1019604,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-2007-1019604,Unknown,1980
5875224,Pharmakotherapia,,,,1965
5875224,Pharmakotherapia,,,,1965
5875711,Pharmakotherapia,,,,1964
6665029,Pharmacopsychiatria,10.1055/s-2007-1019498,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-2007-1019498,Unknown,1983
6665029,Pharmacopsychiatria,10.1055/s-2007-1019498,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-2007-1019498,Unknown,1983
6136997,Pharmacopsychiatria,10.1055/s-2007-1017452,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/s-2007-1017452,Unknown,1983
29481030,Pharos Alpha Omega Alpha Honor Med Soc,,,,2016
29481030,Pharos Alpha Omega Alpha Honor Med Soc,,,,2016
24933930,Pharos Alpha Omega Alpha Honor Med Soc,,,,2014
38897220,Pharmacopsychiatry,10.1055/a-2331-7684,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2331-7684,Unknown,2024
38897220,Pharmacopsychiatry,10.1055/a-2331-7684,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2331-7684,Unknown,2024
35297031,Pharmacopsychiatry,10.1055/a-1704-8260,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-1704-8260,Unknown,2022
38406642,Philipp J Nurs,,,,2023
38406642,Philipp J Nurs,,,,2023
1815247,Philipp J Nurs,,,,1991
6072072,Philipp J Surg Surg Spec,,,,1967
6072072,Philipp J Surg Surg Spec,,,,1967
5898357,Philipp J Surg Surg Spec,,,,1965
8115491,Phlebologie,,,,1993
8115491,Phlebologie,,,,1993
8248307,Phlebologie,,,,1993
38869142,Phonetica,10.1515/phon-2023-0049,https://www.degruyter.com/document/doi/10.1515/phon-2023-0049/html,Unknown,2024
38869142,Phonetica,10.1515/phon-2023-0049,https://www.degruyter.com/document/doi/10.1515/phon-2023-0049/html,Unknown,2024
