PMID,Journal,doi,doi_url,publisher_guess,year
5893317,G Ital Tuberc Mal Torace,,,,1965
5893317,G Ital Tuberc Mal Torace,,,,1965
5893317,G Ital Tuberc Mal Torace,,,,1965
5050310,G Mal Infett Parassit,,,,1972
5050310,G Mal Infett Parassit,,,,1972
5043811,G Mal Infett Parassit,,,,1972
5861558,G Med Mil,,,,1965
5861558,G Med Mil,,,,1965
14305514,G Med Mil,,,,1965
4669368,G Pneumol,,,,1972
4669368,G Pneumol,,,,1972
5526227,G Pneumol,,,,1970
5535259,G Psichiatr Neuropatol,,,,1970
5535259,G Psichiatr Neuropatol,,,,1970
4935704,G Psichiatr Neuropatol,,,,1969
5839491,G Veneto Sci Med,,,,1965
5839491,G Veneto Sci Med,,,,1965
14293728,G Veneto Sci Med,,,,1964
1601249,Ga Nurse,,,,1992
1601249,Ga Nurse,,,,1992
6565607,Ga Nurse,,,,1984
30100668,Gac Med Caracas,,,,2018
30100668,Gac Med Caracas,,,,2018
14183233,Gac Med Caracas,,,,1964
38753572,Gac Med Mex,10.24875/GMM.M24000854,https://www.gacetamedicademexico.com/frame_eng.php?id=901,Unknown,2024
38753572,Gac Med Mex,10.24875/GMM.M24000854,https://www.gacetamedicademexico.com/frame_eng.php?id=901,Unknown,2024
37699220,Gac Med Mex,10.24875/GMM.M23000798,https://www.gacetamedicademexico.com/frame_eng.php?id=851,Unknown,2023
1241538,Gastroenterol Fortbildungskurse Prax,,,,1975
1241538,Gastroenterol Fortbildungskurse Prax,,,,1975
4803806,Gastroenterol Fortbildungskurse Prax,,,,1973
6080784,Gastroenterologia,,,,1967
6080784,Gastroenterologia,,,,1967
6077151,Gastroenterologia,10.1159/000201608,,Unknown,1967
1551510,Gastrointest Radiol,10.1007/BF01888530,https://link.springer.com/article/10.1007/BF01888530,Springer,1992
1551510,Gastrointest Radiol,10.1007/BF01888530,https://link.springer.com/article/10.1007/BF01888530,Springer,1992
1612309,Gastrointest Radiol,10.1007/BF01888556,https://link.springer.com/article/10.1007/BF01888556,Springer,1992
38914941,Gastroenterology,10.1186/s12876-024-03299-4,https://bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-024-03299-4,BioMed Central (BMC),2024
38914941,Gastroenterology,10.1186/s12876-024-03299-4,https://bmcgastroenterol.biomedcentral.com/articles/10.1186/s12876-024-03299-4,BioMed Central (BMC),2024
38795734,Gastroenterology,10.1053/j.gastro.2024.05.016,https://linkinghub.elsevier.com/retrieve/pii/S0016508524049382,ScienceDirect,2024
32288488,Gaz Egypt Paediatr Assoc,10.1016/j.epag.2018.05.001,https://linkinghub.elsevier.com/retrieve/pii/S1110663818300314,ScienceDirect,2018
32288488,Gaz Egypt Paediatr Assoc,10.1016/j.epag.2018.05.001,https://linkinghub.elsevier.com/retrieve/pii/S1110663818300314,ScienceDirect,2018
1230348,Gaz Egypt Paediatr Assoc,,,,1975
38781509,Front Health Serv Manage,10.1097/HAP.0000000000000195,"https://journals.lww.com/frontiersonline/abstract/2024/06000/evidence_based_management,_reconsidered.6.aspx",Unknown,2024
38781509,Front Health Serv Manage,10.1097/HAP.0000000000000195,"https://journals.lww.com/frontiersonline/abstract/2024/06000/evidence_based_management,_reconsidered.6.aspx",Unknown,2024
35670614,Front Health Serv Manage,10.1097/HAP.0000000000000142,https://journals.lww.com/frontiersonline/abstract/2022/06000/deploying_advanced_practice_practitioners_in.4.aspx,Unknown,2022
7601653,Gaz Med Fr,,,,1995
7601653,Gaz Med Fr,,,,1995
5904263,Gaz Med Fr,,,,1966
8276169,Gastroenterol Jpn,,,,1993
8276169,Gastroenterol Jpn,,,,1993
8224616,Gastroenterol Jpn,10.1007/BF02806344,https://link.springer.com/article/10.1007/BF02806344,Springer,1993
5858618,Gazz Int Med Chir,,,,1965
5858618,Gazz Int Med Chir,,,,1965
5852186,Gazz Int Med Chir,,,,1965
5860208,Gazz Med Ital,,,,1965
5860208,Gazz Med Ital,,,,1965
5840774,Gazz Med Ital,,,,1965
5852846,Gazz Sanit,,,,1965
5852846,Gazz Sanit,,,,1965
5853872,Gazz Sanit,,,,1965
38884029,Geburtshilfe Frauenheilkd,10.1055/a-2295-1725,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2295-1725,Unknown,2024
38884029,Geburtshilfe Frauenheilkd,10.1055/a-2295-1725,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2295-1725,Unknown,2024
38178899,Geburtshilfe Frauenheilkd,10.1055/a-2202-5282,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2202-5282,Unknown,2024
8754162,Gematol Transfuziol,,,,1996
8754162,Gematol Transfuziol,,,,1996
7642083,Gematol Transfuziol,,,,1995
2387498,Gegenbaurs Morphol Jahrb,,,,1990
2387498,Gegenbaurs Morphol Jahrb,,,,1990
2083824,Gegenbaurs Morphol Jahrb,,,,1990
5175338,Gem State RN News Lett,,,,1966
5175338,Gem State RN News Lett,,,,1966
5175338,Gem State RN News Lett,,,,1966
38905610,Gen Dent,,,,2024
38905610,Gen Dent,,,,2024
38640010,Gen Dent,,,,2024
8762665,G E N,,,,1995
8762665,G E N,,,,1995
7557279,G E N,,,,1994
3644765,Flash Inf,,,,1986
3644765,Flash Inf,,,,1986
6563006,Flash Inf,,,,1984
