PMID,Journal,doi,doi_url,publisher_guess,year
5830372,Clin Eur,,,,1964
38912838,Clin Exp Immunol,10.1093/cei/uxae054,https://academic.oup.com/crawlprevention/governor?content=%2fcei%2fadvance-article%2fdoi%2f10.1093%2fcei%2fuxae054%2f7697858,Oxford University Press,2024
38912838,Clin Exp Immunol,10.1093/cei/uxae054,https://academic.oup.com/crawlprevention/governor?content=%2fcei%2fadvance-article%2fdoi%2f10.1093%2fcei%2fuxae054%2f7697858,Oxford University Press,2024
38346116,Clin Exp Immunol,10.1093/cei/uxae005,https://academic.oup.com/crawlprevention/governor?content=%2fcei%2farticle%2f216%2f1%2f25%2f7606749,Oxford University Press,2024
3780028,Clin Gastroenterol,,,,1986
3780028,Clin Gastroenterol,,,,1986
3987073,Clin Gastroenterol,,,,1985
4075559,Clin Podiatry,,,,1985
4075559,Clin Podiatry,,,,1985
6536382,Clin Podiatry,,,,1984
10249561,Clin Eng,,,,1980
10249561,Clin Eng,,,,1980
668178,Clin Eng,,,,1978
10323899,Clin Eng News,,,,1977
10323899,Clin Eng News,,,,1977
10237276,Clin Eng News,,,,1975
6883806,Clin Exp Dial Apheresis,10.3109/08860228309076036,https://www.tandfonline.com/doi/full/10.3109/08860228309076036,Taylor & Francis,1983
6883806,Clin Exp Dial Apheresis,10.3109/08860228309076036,https://www.tandfonline.com/doi/full/10.3109/08860228309076036,Taylor & Francis,1983
7151322,Clin Exp Dial Apheresis,10.3109/08860228209050818,https://www.tandfonline.com/doi/full/10.3109/08860228209050818,Taylor & Francis,1982
7586669,Clin Exp Neurol,,,,1994
7586669,Clin Exp Neurol,,,,1994
7712630,Clin Exp Neurol,,,,1993
3568465,Clin Haematol,,,,1986
3568465,Clin Haematol,,,,1986
3536235,Clin Haematol,,,,1986
14256886,Clin Lab (Zaragoza),,,,1964
14256886,Clin Lab (Zaragoza),,,,1964
5878707,Clin Lab (Zaragoza),,,,1963
1535298,Dent News,,,,1992
1535298,Dent News,,,,1992
1934634,Dent News,,,,1991
1864024,Refuat Hashinayim,,,,1991
1864024,Refuat Hashinayim,,,,1991
3078284,Refuat Hashinayim,,,,1988
9582745,Deans Notes,,,,1998
9582745,Deans Notes,,,,1998
8443988,Deans Notes,,,,1993
6594207,Dent Ther Newsl,,,,1984
6594207,Dent Ther Newsl,,,,1984
6594206,Dent Ther Newsl,,,,1984
399222,Dent Pract,,,,1979
399222,Dent Pract,,,,1979
299699,Dent Pract,,,,1979
38796281,Dermatol Clin,10.1016/j.det.2024.04.001,https://linkinghub.elsevier.com/retrieve/pii/S0733863524000299,ScienceDirect,2024
38796281,Dermatol Clin,10.1016/j.det.2024.04.001,https://linkinghub.elsevier.com/retrieve/pii/S0733863524000299,ScienceDirect,2024
36410985,Dermatol Clin,10.1016/j.det.2022.07.008,https://linkinghub.elsevier.com/retrieve/pii/S0733863522000602,ScienceDirect,2023
1840132,Dtsch Z Mund Kiefer Gesichtschir,,,,1991
1840132,Dtsch Z Mund Kiefer Gesichtschir,,,,1991
1816968,Dtsch Z Mund Kiefer Gesichtschir,,,,1991
10242494,Bull Train,,,,1979
10242494,Bull Train,,,,1979
10237281,Bull Train,,,,1978
38860316,Clin Nephrol,10.5414/CN111396,https://www.dustri.com/article-response-page.html?artId=191242&doi=10.5414%2FCN111396,Unknown,2024
38860316,Clin Nephrol,10.5414/CN111396,https://www.dustri.com/article-response-page.html?artId=191242&doi=10.5414%2FCN111396,Unknown,2024
38629745,Clin Nephrol,10.5414/CN111295,https://www.dustri.com/article_response_page.html?artId=191152&doi=10.5414/CN111295&L=0,Unknown,2024
10318537,Purch Adm,,,,1981
10318537,Purch Adm,,,,1981
10247459,Purch Adm,,,,1980
38908321,Clin Neurol Neurosurg,10.1016/j.clineuro.2024.108394,https://linkinghub.elsevier.com/retrieve/pii/S0303846724002816,ScienceDirect,2024
38908321,Clin Neurol Neurosurg,10.1016/j.clineuro.2024.108394,https://linkinghub.elsevier.com/retrieve/pii/S0303846724002816,ScienceDirect,2024
38657326,Clin Neurol Neurosurg,10.1016/j.clineuro.2024.108286,https://linkinghub.elsevier.com/retrieve/pii/S0303846724001732,ScienceDirect,2024
10284820,Clin Eng Inf Serv,,,,1987
10284820,Clin Eng Inf Serv,,,,1987
10264206,Clin Eng Inf Serv,,,,1983
38914120,Clin Nucl Med,10.1097/RLU.0000000000005351,https://journals.lww.com/nuclearmed/abstract/9900/brain_nocardiosis_mimicking_intracerebral_invasion.1184.aspx,Unknown,2024
38914120,Clin Nucl Med,10.1097/RLU.0000000000005351,https://journals.lww.com/nuclearmed/abstract/9900/brain_nocardiosis_mimicking_intracerebral_invasion.1184.aspx,Unknown,2024
38661379,Clin Nucl Med,10.1097/RLU.0000000000005207,https://journals.lww.com/nuclearmed/fulltext/2024/06000/keeping_up_with_chatgpt__evaluating_its.2.aspx,Unknown,2024
22960525,Clin Neurosurg,10.1227/NEU.0b013e31826b2ead,https://journals.lww.com/neurosurgery/fulltext/2012/10011/helmeted_vs_nonhelmeted__a_retrospective_review_of.16.aspx,Unknown,2012
22960525,Clin Neurosurg,10.1227/NEU.0b013e31826b2ead,https://journals.lww.com/neurosurgery/fulltext/2012/10011/helmeted_vs_nonhelmeted__a_retrospective_review_of.16.aspx,Unknown,2012
22960512,Clin Neurosurg,10.1227/NEU.0b013e31826989da,https://journals.lww.com/neurosurgery/fulltext/2012/10011/seeking_new_solutions__stimulation_of_diseased.4.aspx,Unknown,2012
10247107,Train Dev J,,,,1980
10247107,Train Dev J,,,,1980
10241605,Train Dev J,,,,1979
6851285,Clin Notes Respir Dis,,,,1983
6851285,Clin Notes Respir Dis,,,,1983
5033323,Clin Notes Respir Dis,,,,1972
3928220,Clin Immunol Rev,,,,1985
3928220,Clin Immunol Rev,,,,1985
6349892,Clin Immunol Rev,,,,1983
38546383,Clin Invest Med,10.3138/cim-2024-2672,https://utpjournals.press/doi/10.3138/cim-2024-2672,Unknown,2024
38546383,Clin Invest Med,10.3138/cim-2024-2672,https://utpjournals.press/doi/10.3138/cim-2024-2672,Unknown,2024
37769276,Clin Invest Med,10.25011/cim.v46i3.40273,https://utpjournals.press/loi/cim,Unknown,2023
38818730,Clin Neuropathol,10.5414/NP301624,https://www.dustri.com/article-response-page.html?artId=191227&doi=10.5414%2FNP301624,Unknown,2024
38818730,Clin Neuropathol,10.5414/NP301624,https://www.dustri.com/article-response-page.html?artId=191227&doi=10.5414%2FNP301624,Unknown,2024
37969088,Clin Neuropathol,10.5414/NP301594,https://www.dustri.com/article_response_page.html?artId=190742&doi=10.5414/NP301594&L=0,Unknown,2024
10162809,OCCUP Outlook Q,,,,1996
10162809,OCCUP Outlook Q,,,,1996
10113449,OCCUP Outlook Q,,,,1990
10627771,Baillieres Clin Obstet Gynaecol,10.1016/s0950-3552(98)80055-2,https://linkinghub.elsevier.com/retrieve/pii/S0950355298800552,ScienceDirect,1998
10627771,Baillieres Clin Obstet Gynaecol,10.1016/s0950-3552(98)80055-2,https://linkinghub.elsevier.com/retrieve/pii/S0950355298800552,ScienceDirect,1998
9692007,Baillieres Clin Obstet Gynaecol,10.1016/s0950-3552(97)80003-x,https://linkinghub.elsevier.com/retrieve/pii/S095035529780003X,ScienceDirect,1997
6509820,Clin Oncol,,,,1984
6509820,Clin Oncol,,,,1984
6231153,Clin Oncol,,,,1984
1236306,Clin Ortop,,,,1975
1236306,Clin Ortop,,,,1975
5084891,Clin Ortop,,,,1972
3791831,Clin Obstet Gynaecol,,,,1986
3791831,Clin Obstet Gynaecol,,,,1986
3791829,Clin Obstet Gynaecol,,,,1986
5855109,Clin Ostet Ginecol,,,,1965
5855109,Clin Ostet Ginecol,,,,1965
14118764,Clin Ostet Ginecol,,,,1963
5525888,Clin Otorinolaringoiatr,,,,1970
5525888,Clin Otorinolaringoiatr,,,,1970
5525889,Clin Otorinolaringoiatr,,,,1970
5150968,Clin Pediatr (Bologna),,,,1971
5150968,Clin Pediatr (Bologna),,,,1971
5276102,Clin Pediatr (Bologna),,,,1969
1298577,Clin Prev Dent,,,,1992
1298577,Clin Prev Dent,,,,1992
1323441,Clin Prev Dent,,,,1992
38705656,Clin Perinatol,10.1016/j.clp.2024.03.003,https://linkinghub.elsevier.com/retrieve/pii/S0095510824000289,ScienceDirect,2024
38705656,Clin Perinatol,10.1016/j.clp.2024.03.003,https://linkinghub.elsevier.com/retrieve/pii/S0095510824000289,ScienceDirect,2024
37536778,Clin Perinatol,10.1016/j.clp.2023.05.001,https://linkinghub.elsevier.com/retrieve/pii/S0095510823000581,ScienceDirect,2023
29949313,Dent Hist,,,,2017
29949313,Dent Hist,,,,2017
23875380,Dent Hist,,,,2012
5281784,Dent Hyg (San Franc),,,,1970
5281784,Dent Hyg (San Franc),,,,1970
5294136,Dent Hyg (San Franc),,,,1969
8393395,Clin Physiol Biochem,,,,1993
8393395,Clin Physiol Biochem,,,,1993
2225717,Clin Physiol Biochem,,,,1990
38789154,Clin Plast Surg,10.1016/j.cps.2024.02.004,https://linkinghub.elsevier.com/retrieve/pii/S0094129824000142,ScienceDirect,2024
38789154,Clin Plast Surg,10.1016/j.cps.2024.02.004,https://linkinghub.elsevier.com/retrieve/pii/S0094129824000142,ScienceDirect,2024
38789149,Clin Plast Surg,10.1016/j.cps.2024.02.005,https://linkinghub.elsevier.com/retrieve/pii/S0094129824000154,ScienceDirect,2024
5273018,Clin Proc Child Hosp Dist Columbia,,,,1970
5273018,Clin Proc Child Hosp Dist Columbia,,,,1970
5241290,Clin Proc Child Hosp Dist Columbia,,,,1968
7835003,Colo Med,,,,1994
7835003,Colo Med,,,,1994
1395443,Colo Med,,,,1992
