PMID,Journal,doi,doi_url,publisher_guess,year
34937157,Zhonghua Shao Shang Za Zhi,10.3760/cma.j.cn501120-20200828-00396,https://www.yiigle.com/LinkIn.do?linkin_type=DOI&DOI=10.3760/cma.j.cn501120-20200828-00396,Unknown,2021
34304409,Zhonghua Shao Shang Za Zhi,10.3760/cma.j.cn501120-20200604-00296,https://www.yiigle.com/LinkIn.do?linkin_type=DOI&DOI=10.3760/cma.j.cn501120-20200604-00296,Unknown,2021
30070817,Zhonghua Zheng Xing Wai Ke Za Zhi,,,,2017
30070817,Zhonghua Zheng Xing Wai Ke Za Zhi,,,,2017
30067322,Zhonghua Zheng Xing Wai Ke Za Zhi,,,,2016
22742644,BMC Clin Pharmacol,10.1186/1472-6904-12-13,https://link.springer.com/article/10.1186/1472-6904-12-13,Springer,2012
22742644,BMC Clin Pharmacol,10.1186/1472-6904-12-13,https://link.springer.com/article/10.1186/1472-6904-12-13,Springer,2012
19852790,BMC Clin Pharmacol,10.1186/1472-6904-9-17,https://link.springer.com/article/10.1186/1472-6904-9-17,Springer,2009
38679445,Foot Ankle Clin,10.1016/j.fcl.2023.08.002,https://linkinghub.elsevier.com/retrieve/pii/S1083751523001377,ScienceDirect,2024
38679445,Foot Ankle Clin,10.1016/j.fcl.2023.08.002,https://linkinghub.elsevier.com/retrieve/pii/S1083751523001377,ScienceDirect,2024
36368800,Foot Ankle Clin,10.1016/j.fcl.2022.08.005,https://linkinghub.elsevier.com/retrieve/pii/S1083751522000936,ScienceDirect,2022
38889452,J Hist Neurosci,10.1080/0964704X.2024.2357059,https://www.tandfonline.com/doi/full/10.1080/0964704X.2024.2357059,Taylor & Francis,2024
38889452,J Hist Neurosci,10.1080/0964704X.2024.2357059,https://www.tandfonline.com/doi/full/10.1080/0964704X.2024.2357059,Taylor & Francis,2024
36971775,J Hist Neurosci,10.1080/0964704X.2023.2182090,https://www.tandfonline.com/doi/full/10.1080/0964704X.2023.2182090,Taylor & Francis,2023
25429193,J Med Speech Lang Pathol,,,,2014
25429193,J Med Speech Lang Pathol,,,,2014
21512610,J Med Speech Lang Pathol,,,,2009
38910315,J Asian Nat Prod Res,10.1080/10286020.2024.2362375,https://www.tandfonline.com/doi/full/10.1080/10286020.2024.2362375,Taylor & Francis,2024
38910315,J Asian Nat Prod Res,10.1080/10286020.2024.2362375,https://www.tandfonline.com/doi/full/10.1080/10286020.2024.2362375,Taylor & Francis,2024
38329008,J Asian Nat Prod Res,10.1080/10286020.2024.2313535,https://www.tandfonline.com/doi/full/10.1080/10286020.2024.2313535,Taylor & Francis,2024
14714449,J Gend Specif Med,,,,2003
14714449,J Gend Specif Med,,,,2003
11974681,J Gend Specif Med,,,,2002
16973096,Clin Evid,,,,2006
16973096,Clin Evid,,,,2006
16973069,Clin Evid,,,,2006
17948603,Women Alive,,,,2007
17948603,Women Alive,,,,2007
11693095,Women Alive,,,,2000
11364982,Nutr Life,,,,1998
11364982,Nutr Life,,,,1998
11364982,Nutr Life,,,,1998
11868563,Can HIV AIDS Policy Law Newsl,,,,1999
11868563,Can HIV AIDS Policy Law Newsl,,,,1999
11365297,Can HIV AIDS Policy Law Newsl,,,,1997
12510654,Posit Living,,,,2002
12510654,Posit Living,,,,2002
12492014,Posit Living,,,,2000
38899427,Ground Water,10.1111/gwat.13429,https://ngwa.onlinelibrary.wiley.com/doi/10.1111/gwat.13429,Wiley,2024
38899427,Ground Water,10.1111/gwat.13429,https://ngwa.onlinelibrary.wiley.com/doi/10.1111/gwat.13429,Wiley,2024
37776229,Ground Water,10.1111/gwat.13361,https://ngwa.onlinelibrary.wiley.com/doi/10.1111/gwat.13361,Wiley,2023
38898606,Health Expect,10.1111/hex.14122,https://onlinelibrary.wiley.com/doi/10.1111/hex.14122,Wiley,2024
38898606,Health Expect,10.1111/hex.14122,https://onlinelibrary.wiley.com/doi/10.1111/hex.14122,Wiley,2024
38558230,Health Expect,10.1111/hex.14019,https://onlinelibrary.wiley.com/doi/10.1111/hex.14019,Wiley,2024
16320107,Ment Health Serv Res,10.1007/s11020-005-7456-1,https://link.springer.com/article/10.1007/s11020-005-7456-1,Springer,2005
16320107,Ment Health Serv Res,10.1007/s11020-005-7456-1,https://link.springer.com/article/10.1007/s11020-005-7456-1,Springer,2005
