PMID,Journal,doi,doi_url,publisher_guess,year
12315888,Curr Aff Bull,,,,1989
12284073,Anthropol Soc,,,,1988
12284073,Anthropol Soc,,,,1988
12312541,Anthropol Soc,,,,1981
12280885,Bull Br Soc Middle East Stud,10.1080/13530198608705425,https://www.tandfonline.com/doi/abs/10.1080/13530198608705425,Taylor & Francis,1986
12280885,Bull Br Soc Middle East Stud,10.1080/13530198608705425,https://www.tandfonline.com/doi/abs/10.1080/13530198608705425,Taylor & Francis,1986
12310774,Bull Br Soc Middle East Stud,10.1080/13530197608705181,https://www.tandfonline.com/doi/abs/10.1080/13530197608705181,Taylor & Francis,1976
37035265,Br J Educ Technol,10.1111/bjet.13275,https://bera-journals.onlinelibrary.wiley.com/doi/10.1111/bjet.13275,Wiley,2023
37035265,Br J Educ Technol,10.1111/bjet.13275,https://bera-journals.onlinelibrary.wiley.com/doi/10.1111/bjet.13275,Wiley,2023
12283103,Br J Educ Technol,10.1111/j.1467-8535.1989.tb00270.x,https://bera-journals.onlinelibrary.wiley.com/doi/10.1111/j.1467-8535.1989.tb00270.x,Wiley,1989
12264373,Delft Prog Rep,,,,1980
12264373,Delft Prog Rep,,,,1980
12264373,Delft Prog Rep,,,,1980
12267741,Comp Urban Res,,,,1985
12267741,Comp Urban Res,,,,1985
12312232,Comp Urban Res,,,,1980
12338567,Educ Broadcast Int,,,,1981
12338567,Educ Broadcast Int,,,,1981
12261000,Educ Broadcast Int,,,,1971
12285024,Hist Demogr,,,,1991
12285024,Hist Demogr,,,,1991
12285023,Hist Demogr,,,,1991
32205903,IASSIST Q,10.29173/iq952,https://iassistquarterly.com/index.php/iassist/article/view/952,Unknown,2020
32205903,IASSIST Q,10.29173/iq952,https://iassistquarterly.com/index.php/iassist/article/view/952,Unknown,2020
32205903,IASSIST Q,10.29173/iq952,https://iassistquarterly.com/index.php/iassist/article/view/952,Unknown,2020
12262639,J East West Stud,10.1080/12265087709431256,https://www.tandfonline.com/doi/abs/10.1080/12265087709431256,Taylor & Francis,1977
12262639,J East West Stud,10.1080/12265087709431256,https://www.tandfonline.com/doi/abs/10.1080/12265087709431256,Taylor & Francis,1977
12262639,J East West Stud,10.1080/12265087709431256,https://www.tandfonline.com/doi/abs/10.1080/12265087709431256,Taylor & Francis,1977
12283940,Isr Soc Sci Res,,,,1988
12283940,Isr Soc Sci Res,,,,1988
12339677,Isr Soc Sci Res,,,,1983
12283228,South Asia Bull,10.1215/07323867-6-1-38,https://read.dukeupress.edu/cssaame/article-abstract/6/1/38/581/The-Cultural-Articulation-of-Patriarchy-Legal?redirectedFrom=fulltext,Unknown,1986
12283228,South Asia Bull,10.1215/07323867-6-1-38,https://read.dukeupress.edu/cssaame/article-abstract/6/1/38/581/The-Cultural-Articulation-of-Patriarchy-Legal?redirectedFrom=fulltext,Unknown,1986
12265860,South Asia Bull,10.1215/07323867-2-2-1,https://read.dukeupress.edu/cssaame/article-abstract/2/2/1/513/Emigration-and-Development-in-Pakistan?redirectedFrom=fulltext,Unknown,1982
12340847,Studi Sociol,,,,1985
12340847,Studi Sociol,,,,1985
12279132,Studi Sociol,,,,1976
12336086,Sudan Notes Rec,,,,1954
12336086,Sudan Notes Rec,,,,1954
12336086,Sudan Notes Rec,,,,1954
12322158,Town Ctry Plann,,,,1997
12322158,Town Ctry Plann,,,,1997
12322158,Town Ctry Plann,,,,1997
12317047,Tsukuba Daigaku Jinbun Chirigaku Kenkyu,,,,1991
12317047,Tsukuba Daigaku Jinbun Chirigaku Kenkyu,,,,1991
12317047,Tsukuba Daigaku Jinbun Chirigaku Kenkyu,,,,1991
12285103,WRI Issues Ideas,,,,1992
12285103,WRI Issues Ideas,,,,1992
12285103,WRI Issues Ideas,,,,1992
12282721,Reg Sci Perspect,,,,1986
12282721,Reg Sci Perspect,,,,1986
12264423,Reg Sci Perspect,,,,1979
12314747,Acta Univ Szeged Attila Jozsef Nominatae,,,,1986
12314747,Acta Univ Szeged Attila Jozsef Nominatae,,,,1986
12314747,Acta Univ Szeged Attila Jozsef Nominatae,,,,1986
12309766,Acta Univ Ups,,,,1976
12309766,Acta Univ Ups,,,,1976
12309766,Acta Univ Ups,,,,1976
12278609,Annal Droit,,,,1967
12278609,Annal Droit,,,,1967
12278609,Annal Droit,,,,1967
12263123,Ann Arid Zone,,,,1976
12263123,Ann Arid Zone,,,,1976
12263123,Ann Arid Zone,,,,1976
12265175,Adm Dev,,,,1980
12265175,Adm Dev,,,,1980
12265175,Adm Dev,,,,1980
12295826,Adm Change,,,,1991
12295826,Adm Change,,,,1991
12295826,Adm Change,,,,1991
12262324,Adv Mass Spectrom,,,,1966
12262324,Adv Mass Spectrom,,,,1966
12262324,Adv Mass Spectrom,,,,1966
12311196,Ann Univ Abidjan Ser G,,,,1977
12311196,Ann Univ Abidjan Ser G,,,,1977
12311196,Ann Univ Abidjan Ser G,,,,1977
12291625,Ann Fac Lett Sci Hum,,,,1992
12291625,Ann Fac Lett Sci Hum,,,,1992
12291625,Ann Fac Lett Sci Hum,,,,1992
12349355,Afr Anal,,,,1991
12349355,Afr Anal,,,,1991
12349355,Afr Anal,,,,1991
12281861,Afr Q,,,,1987
12281861,Afr Q,,,,1987
12281861,Afr Q,,,,1987
12337089,Ann Univ Sci Budap Rolando Eotvos Nom Sect Geogr,,,,1976
12337089,Ann Univ Sci Budap Rolando Eotvos Nom Sect Geogr,,,,1976
12337089,Ann Univ Sci Budap Rolando Eotvos Nom Sect Geogr,,,,1976
12311187,Aldarah,,,,1978
12311187,Aldarah,,,,1978
12311187,Aldarah,,,,1978
12349586,Ann Soc Sci Counc Niger,,,,1997
12349586,Ann Soc Sci Counc Niger,,,,1997
12349586,Ann Soc Sci Counc Niger,,,,1997
12309800,Afr Woman,,,,1979
12309800,Afr Woman,,,,1979
12309800,Afr Woman,,,,1979
12267751,Afr Concord,,,,1986
12267751,Afr Concord,,,,1986
12267751,Afr Concord,,,,1986
12337450,Afr Demogr,,,,1978
12337450,Afr Demogr,,,,1978
12337450,Afr Demogr,,,,1978
12282757,Afr Farmer,,,,1989
12282757,Afr Farmer,,,,1989
12282757,Afr Farmer,,,,1989
31508599,Afr J Psychol Study Soc Issues,,,,2019
31508599,Afr J Psychol Study Soc Issues,,,,2019
25893221,Afr J Psychol Study Soc Issues,,,,2015
12344648,Afr J Sociol,,,,1989
12344648,Afr J Sociol,,,,1989
12344648,Afr J Sociol,,,,1989
12312633,Afr Urban Notes B,,,,1975
12312633,Afr Urban Notes B,,,,1975
12312633,Afr Urban Notes B,,,,1975
12343739,Afr Marburgen,,,,1990
12343739,Afr Marburgen,,,,1990
12343739,Afr Marburgen,,,,1990
12310647,Afr Res Bull,,,,1975
12310647,Afr Res Bull,,,,1975
12310647,Afr Res Bull,,,,1975
12281080,Africasia,,,,1987
12281080,Africasia,,,,1987
12281080,Africasia,,,,1987
12320947,Africom,,,,1996
12320947,Africom,,,,1996
12320947,Africom,,,,1996
12265913,Afr Doc,,,,1969
12265913,Afr Doc,,,,1969
12265913,Afr Doc,,,,1969
38268614,Age,10.1002/agg2.20409,https://acsess.onlinelibrary.wiley.com/doi/10.1002/agg2.20409,Wiley,2023
38268614,Age,10.1002/agg2.20409,https://acsess.onlinelibrary.wiley.com/doi/10.1002/agg2.20409,Wiley,2023
27449187,Age,10.1007/s11357-016-9933-y,https://link.springer.com/article/10.1007/s11357-016-9933-y,Springer,2016
33013143,Agenda,10.1080/10130950.2019.1668725,https://www.tandfonline.com/doi/full/10.1080/10130950.2019.1668725,Taylor & Francis,2019
33013143,Agenda,10.1080/10130950.2019.1668725,https://www.tandfonline.com/doi/full/10.1080/10130950.2019.1668725,Taylor & Francis,2019
12288837,Agenda,,,,1992
12268503,ACE Q,10.4148/1051-0834.1638,https://newprairiepress.org/jac/vol68/iss1/4/,Unknown,1985
12268503,ACE Q,10.4148/1051-0834.1638,https://newprairiepress.org/jac/vol68/iss1/4/,Unknown,1985
12268503,ACE Q,10.4148/1051-0834.1638,https://newprairiepress.org/jac/vol68/iss1/4/,Unknown,1985
12285950,Ann Natl Assoc Geogr,,,,1989
12285950,Ann Natl Assoc Geogr,,,,1989
12285950,Ann Natl Assoc Geogr,,,,1989
12349572,Almanac,,,,1996
12349572,Almanac,,,,1996
12349572,Almanac,,,,1996
12288439,Anthropol Educ Q,10.1525/aeq.1993.24.3.05x0967e,https://anthrosource.onlinelibrary.wiley.com/doi/10.1525/aeq.1993.24.3.05x0967e,Wiley,1993
12288439,Anthropol Educ Q,10.1525/aeq.1993.24.3.05x0967e,https://anthrosource.onlinelibrary.wiley.com/doi/10.1525/aeq.1993.24.3.05x0967e,Wiley,1993
12288439,Anthropol Educ Q,10.1525/aeq.1993.24.3.05x0967e,https://anthrosource.onlinelibrary.wiley.com/doi/10.1525/aeq.1993.24.3.05x0967e,Wiley,1993
12336800,Am Lat,,,,1964
12336800,Am Lat,,,,1964
12336800,Am Lat,,,,1964
12292901,Am Asian Rev,,,,1995
12292901,Am Asian Rev,,,,1995
12292901,Am Asian Rev,,,,1995
12263527,Ann Fac Econ Commer,,,,1975
12263527,Ann Fac Econ Commer,,,,1975
12263527,Ann Fac Econ Commer,,,,1975
12341386,Spec Publ Am Philos Soc,,,,1987
12341386,Spec Publ Am Philos Soc,,,,1987
12341386,Spec Publ Am Philos Soc,,,,1987
12267528,Annee Soc,,,,1984
12267528,Annee Soc,,,,1984
12267528,Annee Soc,,,,1984
12339379,Annu Pays Ocean Indien,,,,1980
12339379,Annu Pays Ocean Indien,,,,1980
12339379,Annu Pays Ocean Indien,,,,1980
31080311,Anthropol Work Rev,10.1111/awr.12151,https://anthrosource.onlinelibrary.wiley.com/doi/10.1111/awr.12151,Wiley,2018
31080311,Anthropol Work Rev,10.1111/awr.12151,https://anthrosource.onlinelibrary.wiley.com/doi/10.1111/awr.12151,Wiley,2018
12291607,Anthropol Work Rev,10.1525/awr.1995.16.1-2.38,https://anthrosource.onlinelibrary.wiley.com/doi/10.1525/awr.1995.16.1-2.38,Wiley,1995
12321301,Anthropotes,,,,1996
12321301,Anthropotes,,,,1996
12321301,Anthropotes,,,,1996
12280699,Appl Econ Discuss Pap Ser,,,,1986
12280699,Appl Econ Discuss Pap Ser,,,,1986
12280699,Appl Econ Discuss Pap Ser,,,,1986
12265848,Appraisal J,,,,1982
12265848,Appraisal J,,,,1982
12265848,Appraisal J,,,,1982
12342228,Arab Aff,,,,1986
12342228,Arab Aff,,,,1986
12342228,Arab Aff,,,,1986
12318167,Am Sch Board J,,,,1991
12318167,Am Sch Board J,,,,1991
12318167,Am Sch Board J,,,,1991
12264685,Am Univ Field Staff Rep Asia,,,,1982
12264685,Am Univ Field Staff Rep Asia,,,,1982
12336183,Am Univ Field Staff Rep Asia,,,,1980
12338491,Am Univ Field Staff Rep South Am,,,,1982
12338491,Am Univ Field Staff Rep South Am,,,,1982
12338491,Am Univ Field Staff Rep South Am,,,,1982
12269195,An Stiint Univ AI I Cuza Iasi Sect III C Stiint Econ,,,,1986
12269195,An Stiint Univ AI I Cuza Iasi Sect III C Stiint Econ,,,,1986
12279575,An Stiint Univ AI I Cuza Iasi Sect III C Stiint Econ,,,,1981
12337922,An Soc Geogr Hist,,,,1977
12337922,An Soc Geogr Hist,,,,1977
12337922,An Soc Geogr Hist,,,,1977
12293357,Anal Polit,,,,1996
12293357,Anal Polit,,,,1996
12293357,Anal Polit,,,,1996
36188356,Appl Anal,10.1080/00036811.2022.2060210,https://www.tandfonline.com/doi/full/10.1080/00036811.2022.2060210,Taylor & Francis,2022
36188356,Appl Anal,10.1080/00036811.2022.2060210,https://www.tandfonline.com/doi/full/10.1080/00036811.2022.2060210,Taylor & Francis,2022
32539025,Appl Anal,10.1080/00036811.2018.1522630,https://www.tandfonline.com/doi/full/10.1080/00036811.2018.1522630,Taylor & Francis,2020
12260403,APDI Newsl,,,,1977
12260403,APDI Newsl,,,,1977
12260403,APDI Newsl,,,,1977
12282066,Arab J Soc Sci,,,,1988
12282066,Arab J Soc Sci,,,,1988
12282066,Arab J Soc Sci,,,,1988
12340711,Arabia,,,,1986
12340711,Arabia,,,,1986
12340711,Arabia,,,,1986
12263943,Arb Soz,,,,1979
12263943,Arb Soz,,,,1979
12263943,Arb Soz,,,,1979
12347023,Arch Report,,,,1996
12347023,Arch Report,,,,1996
12347023,Arch Report,,,,1996
12268203,Arab Econ,,,,1986
12268203,Arab Econ,,,,1986
12268203,Arab Econ,,,,1986
22826896,AQ,10.1353/aq.2012.0001,https://muse.jhu.edu/article/470203,Unknown,2012
22826896,AQ,10.1353/aq.2012.0001,https://muse.jhu.edu/article/470203,Unknown,2012
16841435,AQ,,,,2001
12293730,Actual Jurid Aranzadi,,,,1992
12293730,Actual Jurid Aranzadi,,,,1992
12321570,Actual Jurid Aranzadi,,,,1992
38765666,Asia,10.1016/j.jacasi.2023.11.017,https://linkinghub.elsevier.com/retrieve/pii/S2772374724000012,ScienceDirect,2024
38765666,Asia,10.1016/j.jacasi.2023.11.017,https://linkinghub.elsevier.com/retrieve/pii/S2772374724000012,ScienceDirect,2024
