PMID,Journal,doi,doi_url,publisher_guess,year
38798077,Health Technol Assess,10.3310/ATPR4281,https://www.journalslibrary.nihr.ac.uk/hta/published-articles/ATPR4281,Unknown,2024
38512064,Health Technol Assess,10.3310/RGTP7112,https://www.journalslibrary.nihr.ac.uk/hta/RGTP7112,Unknown,2024
26566300,Klin Sygepleje,,,,2011
26566300,Klin Sygepleje,,,,2011
9414521,Klin Sygepleje,,,,1997
38742660,Mass Spectrom Rev,10.1002/mas.21887,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/mas.21887,Wiley,2024
38742660,Mass Spectrom Rev,10.1002/mas.21887,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/mas.21887,Wiley,2024
37530668,Mass Spectrom Rev,10.1002/mas.21861,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/mas.21861,Wiley,2023
10701142,Geriatr Nephrol Urol,10.1023/a:1008332504842,https://link.springer.com/article/10.1023/A:1008332504842,Springer,1999
10701142,Geriatr Nephrol Urol,10.1023/a:1008332504842,https://link.springer.com/article/10.1023/A:1008332504842,Springer,1999
10518251,Geriatr Nephrol Urol,10.1023/a:1008366032420,https://link.springer.com/article/10.1023/A:1008366032420,Springer,1999
16873087,Forum (Genova),,,,2006
16873087,Forum (Genova),,,,2006
10607850,Forum (Genova),,,,1999
9874969,Adv Pract Nurs Q,,,,1998
9874969,Adv Pract Nurs Q,,,,1998
9543889,Adv Pract Nurs Q,,,,1998
15519945,Complement Ther Nurs Midwifery,10.1016/j.ctnm.2004.06.005,https://linkinghub.elsevier.com/retrieve/pii/S1353611704000435,ScienceDirect,2004
15519945,Complement Ther Nurs Midwifery,10.1016/j.ctnm.2004.06.005,https://linkinghub.elsevier.com/retrieve/pii/S1353611704000435,ScienceDirect,2004
15135761,Complement Ther Nurs Midwifery,10.1016/j.ctnm.2003.12.004,https://linkinghub.elsevier.com/retrieve/pii/S1353611703001240,ScienceDirect,2004
11898678,Outcomes Manag Nurs Pract,,,,2001
11898678,Outcomes Manag Nurs Pract,,,,2001
10876540,Outcomes Manag Nurs Pract,,,,1999
37936945,Mycoscience,10.47371/mycosci.2023.07.001,https://www.jstage.jst.go.jp/article/mycosci/64/5/64_MYC608/_article,Unknown,2023
37936945,Mycoscience,10.47371/mycosci.2023.07.001,https://www.jstage.jst.go.jp/article/mycosci/64/5/64_MYC608/_article,Unknown,2023
37168246,Mycoscience,10.47371/mycosci.2022.12.001,https://www.jstage.jst.go.jp/article/mycosci/64/2/64_MYC598/_article,Unknown,2023
38850020,Iran Biomed J,10.61186/ibj.4043,,Unknown,2023
38850020,Iran Biomed J,10.61186/ibj.4043,,Unknown,2023
37525418,Iran Biomed J,10.61186/ibj.3874,http://ibj.pasteur.ac.ir/article-1-3874-en.html,Unknown,2023
38888239,Aust J Rural Health,10.1111/ajr.13153,https://onlinelibrary.wiley.com/doi/10.1111/ajr.13153,Wiley,2024
38888239,Aust J Rural Health,10.1111/ajr.13153,https://onlinelibrary.wiley.com/doi/10.1111/ajr.13153,Wiley,2024
38511486,Aust J Rural Health,10.1111/ajr.13114,https://onlinelibrary.wiley.com/doi/10.1111/ajr.13114,Wiley,2024
30799883,Taxon,,,,2018
30799883,Taxon,,,,2018
20401184,Taxon,,,,2009
38910490,Curr Med Chem,10.2174/0109298673310694240605074429,https://www.eurekaselect.com/article/141108,Unknown,2024
38910490,Curr Med Chem,10.2174/0109298673310694240605074429,https://www.eurekaselect.com/article/141108,Unknown,2024
38549528,Curr Med Chem,10.2174/0109298673264615231124072130,https://www.eurekaselect.com/article/138558,Unknown,2024
38860914,Anim Biotechnol,10.1080/10495398.2024.2362677,https://www.tandfonline.com/doi/full/10.1080/10495398.2024.2362677,Taylor & Francis,2024
38860914,Anim Biotechnol,10.1080/10495398.2024.2362677,https://www.tandfonline.com/doi/full/10.1080/10495398.2024.2362677,Taylor & Francis,2024
38174897,Anim Biotechnol,10.1080/10495398.2023.2295928,https://www.tandfonline.com/doi/full/10.1080/10495398.2023.2295928,Taylor & Francis,2024
38864259,Med Care Res Rev,10.1177/10775587241257983,https://journals.sagepub.com/doi/10.1177/10775587241257983,SAGE Publications,2024
38864259,Med Care Res Rev,10.1177/10775587241257983,https://journals.sagepub.com/doi/10.1177/10775587241257983,SAGE Publications,2024
36326191,Med Care Res Rev,10.1177/10775587221133165,https://journals.sagepub.com/doi/10.1177/10775587221133165,SAGE Publications,2023
34177353,Anim Conserv,10.1111/acv.12692,https://zslpublications.onlinelibrary.wiley.com/doi/10.1111/acv.12692,Wiley,2021
34177353,Anim Conserv,10.1111/acv.12692,https://zslpublications.onlinelibrary.wiley.com/doi/10.1111/acv.12692,Wiley,2021
