PMID,Journal,doi,doi_url,publisher_guess,year
12281170,Int J Anthropol,10.1007/BF02447349,https://link.springer.com/article/10.1007/BF02447349,Springer,1986
12344613,Malawian Geogr,,,,1989
12344613,Malawian Geogr,,,,1989
12283338,Malawian Geogr,,,,1987
12337869,Marbg Geogr Schr,,,,1978
12337869,Marbg Geogr Schr,,,,1978
12337869,Marbg Geogr Schr,,,,1978
12285670,Int Spect (Rome),10.1080/03932729208457963,https://www.tandfonline.com/doi/full/10.1080/03932729208457963,Taylor & Francis,1992
12285670,Int Spect (Rome),10.1080/03932729208457963,https://www.tandfonline.com/doi/full/10.1080/03932729208457963,Taylor & Francis,1992
12285670,Int Spect (Rome),10.1080/03932729208457963,https://www.tandfonline.com/doi/full/10.1080/03932729208457963,Taylor & Francis,1992
12316653,J Arab Aff,,,,1990
12316653,J Arab Aff,,,,1990
12316653,J Arab Aff,,,,1990
12316738,AID Eval News,,,,1990
12316738,AID Eval News,,,,1990
12316738,AID Eval News,,,,1990
12261954,ARAG Natl Newsl,,,,1979
12261954,ARAG Natl Newsl,,,,1979
12261954,ARAG Natl Newsl,,,,1979
12262709,ACES Bull,,,,1977
12262709,ACES Bull,,,,1977
12262709,ACES Bull,,,,1977
12262978,Mohlomi,,,,1978
12262978,Mohlomi,,,,1978
12262977,Mohlomi,,,,1978
25554719,J Archit Plann Res,,,,2014
25554719,J Archit Plann Res,,,,2014
25554719,J Archit Plann Res,,,,2014
37337527,J Asian Econ,10.1016/j.asieco.2023.101631,https://linkinghub.elsevier.com/retrieve/pii/S1049007823000519,ScienceDirect,2023
37337527,J Asian Econ,10.1016/j.asieco.2023.101631,https://linkinghub.elsevier.com/retrieve/pii/S1049007823000519,ScienceDirect,2023
32288456,J Asian Econ,10.1016/j.asieco.2008.09.002,https://linkinghub.elsevier.com/retrieve/pii/S1049007808000869,ScienceDirect,2008
12279547,J Bus Soc Stud,,,,1979
12279547,J Bus Soc Stud,,,,1979
12279547,J Bus Soc Stud,,,,1979
37215460,J Bus Res,10.1016/j.jbusres.2023.114025,https://linkinghub.elsevier.com/retrieve/pii/S0148296323003831,ScienceDirect,2023
37215460,J Bus Res,10.1016/j.jbusres.2023.114025,https://linkinghub.elsevier.com/retrieve/pii/S0148296323003831,ScienceDirect,2023
32958968,J Bus Res,10.1016/j.jbusres.2020.09.005,https://linkinghub.elsevier.com/retrieve/pii/S0148296320305816,ScienceDirect,2021
27616783,J Econ Educ,10.1080/00220485.2014.980528,https://www.tandfonline.com/doi/abs/10.1080/00220485.2014.980528,Taylor & Francis,2015
27616783,J Econ Educ,10.1080/00220485.2014.980528,https://www.tandfonline.com/doi/abs/10.1080/00220485.2014.980528,Taylor & Francis,2015
12280490,J Econ Educ,,,,1985
35942186,J Econ Surv,10.1111/joes.12515,https://onlinelibrary.wiley.com/doi/10.1111/joes.12515,Wiley,2022
35942186,J Econ Surv,10.1111/joes.12515,https://onlinelibrary.wiley.com/doi/10.1111/joes.12515,Wiley,2022
34230772,J Econ Surv,10.1111/joes.12423,https://onlinelibrary.wiley.com/doi/10.1111/joes.12423,Wiley,2021
38023770,J Eur Soc Policy,10.1177/09589287231210727,https://journals.sagepub.com/doi/10.1177/09589287231210727,SAGE Publications,2023
38023770,J Eur Soc Policy,10.1177/09589287231210727,https://journals.sagepub.com/doi/10.1177/09589287231210727,SAGE Publications,2023
35185298,J Eur Soc Policy,10.1177/09589287211055672,https://journals.sagepub.com/doi/10.1177/09589287211055672,SAGE Publications,2022
12286623,J Inst Theor Econ,,,,1993
12286623,J Inst Theor Econ,,,,1993
12286623,J Inst Theor Econ,,,,1993
36593914,Japan World Econ,10.1016/j.japwor.2022.101174,https://linkinghub.elsevier.com/retrieve/pii/S0922142522000597,ScienceDirect,2023
36593914,Japan World Econ,10.1016/j.japwor.2022.101174,https://linkinghub.elsevier.com/retrieve/pii/S0922142522000597,ScienceDirect,2023
35529247,Japan World Econ,10.1016/j.japwor.2022.101136,https://linkinghub.elsevier.com/retrieve/pii/S0922142522000214,ScienceDirect,2022
12314002,Int Stud Q,,,,1985
12314002,Int Stud Q,,,,1985
12314002,Int Stud Q,,,,1985
12310867,Jerusalem Q,,,,1980
12310867,Jerusalem Q,,,,1980
12310867,Jerusalem Q,,,,1980
