PMID,Journal,doi,doi_url,publisher_guess,year
26207187,J Membr Sci Technol,10.4172/2155-9589.1000126,https://www.walshmedicalmedia.com/open-access/identification-of-the-transmembrane-glucose-regulated-protein-as-a-biomarker-for-the-brain-cancer-glioblastoma-multiforme-by-gene-expression-and-proteomic-studies-2155-9589.1000126.pdf,Unknown,2014
26207187,J Membr Sci Technol,10.4172/2155-9589.1000126,https://www.walshmedicalmedia.com/open-access/identification-of-the-transmembrane-glucose-regulated-protein-as-a-biomarker-for-the-brain-cancer-glioblastoma-multiforme-by-gene-expression-and-proteomic-studies-2155-9589.1000126.pdf,Unknown,2014
26207187,J Membr Sci Technol,10.4172/2155-9589.1000126,https://www.walshmedicalmedia.com/open-access/identification-of-the-transmembrane-glucose-regulated-protein-as-a-biomarker-for-the-brain-cancer-glioblastoma-multiforme-by-gene-expression-and-proteomic-studies-2155-9589.1000126.pdf,Unknown,2014
38872500,Anatol J Cardiol,10.14744/AnatolJCardiol.2024.4602,,Unknown,2024
38872500,Anatol J Cardiol,10.14744/AnatolJCardiol.2024.4602,,Unknown,2024
38872500,Anatol J Cardiol,10.14744/AnatolJCardiol.2024.4602,,Unknown,2024
27200366,J Aging Gerontol,10.12974/2309-6128.2015.03.01.2,http://savvysciencepublisher.com/jms/index.php/jag/article/view/242,Unknown,2015
27200366,J Aging Gerontol,10.12974/2309-6128.2015.03.01.2,http://savvysciencepublisher.com/jms/index.php/jag/article/view/242,Unknown,2015
27200366,J Aging Gerontol,10.12974/2309-6128.2015.03.01.2,http://savvysciencepublisher.com/jms/index.php/jag/article/view/242,Unknown,2015
30294615,Am J Microbiol Res,10.12691/ajmr-3-4-1,,Unknown,2015
30294615,Am J Microbiol Res,10.12691/ajmr-3-4-1,,Unknown,2015
30294615,Am J Microbiol Res,10.12691/ajmr-3-4-1,,Unknown,2015
38846025,J Dev Life Course Criminol,10.1007/s40865-022-00221-y,https://link.springer.com/article/10.1007/s40865-022-00221-y,Springer,2023
38846025,J Dev Life Course Criminol,10.1007/s40865-022-00221-y,https://link.springer.com/article/10.1007/s40865-022-00221-y,Springer,2023
34150470,J Dev Life Course Criminol,10.1007/s40865-020-00152-6,https://link.springer.com/article/10.1007/s40865-020-00152-6,Springer,2021
26636134,HSOA J Ophthalmol Clin Res,,,,2014
26636134,HSOA J Ophthalmol Clin Res,,,,2014
26636134,HSOA J Ophthalmol Clin Res,,,,2014
26618203,Summer Comput Simul Conf (2014),,,,2014
26618203,Summer Comput Simul Conf (2014),,,,2014
26618203,Summer Comput Simul Conf (2014),,,,2014
25948878,Mod Greek Stud Yearb,,,,2006
25948878,Mod Greek Stud Yearb,,,,2006
25948878,Mod Greek Stud Yearb,,,,2006
37483532,Processes (Basel),10.3390/pr9122192,https://www.mdpi.com/2227-9717/9/12/2192,Unknown,2021
37483532,Processes (Basel),10.3390/pr9122192,https://www.mdpi.com/2227-9717/9/12/2192,Unknown,2021
37483532,Processes (Basel),10.3390/pr9122192,https://www.mdpi.com/2227-9717/9/12/2192,Unknown,2021
30416865,J Health Med Inform,10.4172/2157-7420.1000307,https://www.hilarispublisher.com/open-access/2157-7420-1000307.pdf,Unknown,2018
30416865,J Health Med Inform,10.4172/2157-7420.1000307,https://www.hilarispublisher.com/open-access/2157-7420-1000307.pdf,Unknown,2018
25893140,J Health Med Inform,,,,2014
38741525,Drug Metab Pers Ther,10.1515/dmpt-2023-0081,https://www.degruyter.com/document/doi/10.1515/dmpt-2023-0081/html,Unknown,2024
38741525,Drug Metab Pers Ther,10.1515/dmpt-2023-0081,https://www.degruyter.com/document/doi/10.1515/dmpt-2023-0081/html,Unknown,2024
35705023,Drug Metab Pers Ther,10.1515/dmpt-2021-0222,https://www.degruyter.com/document/doi/10.1515/dmpt-2021-0222/html,Unknown,2022
38515834,Crit Q,10.1111/criq.12728,https://onlinelibrary.wiley.com/doi/10.1111/criq.12728,Wiley,2023
38515834,Crit Q,10.1111/criq.12728,https://onlinelibrary.wiley.com/doi/10.1111/criq.12728,Wiley,2023
38515833,Crit Q,10.1111/criq.12717,https://onlinelibrary.wiley.com/doi/10.1111/criq.12717,Wiley,2023
25821395,Historein,10.12681/historein.232,https://ejournals.epublishing.ekt.gr/index.php/historein/article/view/2296,Unknown,2014
25821395,Historein,10.12681/historein.232,https://ejournals.epublishing.ekt.gr/index.php/historein/article/view/2296,Unknown,2014
25821395,Historein,10.12681/historein.232,https://ejournals.epublishing.ekt.gr/index.php/historein/article/view/2296,Unknown,2014
27103779,Deltos,,,,2012
27103779,Deltos,,,,2012
27103779,Deltos,,,,2012
25866642,J Intellect Disabil Offending Behav,10.1108/JIDOB-02-2014-0002,https://www.emerald.com/insight/content/doi/10.1108/JIDOB-02-2014-0002/full/html,Unknown,2014
25866642,J Intellect Disabil Offending Behav,10.1108/JIDOB-02-2014-0002,https://www.emerald.com/insight/content/doi/10.1108/JIDOB-02-2014-0002/full/html,Unknown,2014
25866642,J Intellect Disabil Offending Behav,10.1108/JIDOB-02-2014-0002,https://www.emerald.com/insight/content/doi/10.1108/JIDOB-02-2014-0002/full/html,Unknown,2014
30740584,Phys Med Rehabil Int,,,,2018
30740584,Phys Med Rehabil Int,,,,2018
30148245,Phys Med Rehabil Int,,,,2018
25774076,Asian J Phys,,,,2014
25774076,Asian J Phys,,,,2014
25774076,Asian J Phys,,,,2014
36059853,Ceram Int,10.1016/j.ceramint.2022.08.249,https://linkinghub.elsevier.com/retrieve/pii/S0272884222030607,ScienceDirect,2022
36059853,Ceram Int,10.1016/j.ceramint.2022.08.249,https://linkinghub.elsevier.com/retrieve/pii/S0272884222030607,ScienceDirect,2022
28163345,Ceram Int,10.1016/j.ceramint.2016.11.209,https://linkinghub.elsevier.com/retrieve/pii/S0272884216322416,ScienceDirect,2017
25950023,J Vet Med Res,,,,2014
25950023,J Vet Med Res,,,,2014
25950023,J Vet Med Res,,,,2014
38835314,Korean J Med Educ,10.3946/kjme.2024.298,https://www.kjme.kr/journal/view.php?doi=10.3946/kjme.2024.298,Unknown,2024
38835314,Korean J Med Educ,10.3946/kjme.2024.298,https://www.kjme.kr/journal/view.php?doi=10.3946/kjme.2024.298,Unknown,2024
38462240,Korean J Med Educ,10.3946/kjme.2024.282,https://www.kjme.kr/journal/view.php?doi=10.3946/kjme.2024.282,Unknown,2024
38901299,Int J Orthop Trauma Nurs,10.1016/j.ijotn.2024.101118,https://linkinghub.elsevier.com/retrieve/pii/S1878124124000388,ScienceDirect,2024
38901299,Int J Orthop Trauma Nurs,10.1016/j.ijotn.2024.101118,https://linkinghub.elsevier.com/retrieve/pii/S1878124124000388,ScienceDirect,2024
36634518,Int J Orthop Trauma Nurs,10.1016/j.ijotn.2022.100996,https://linkinghub.elsevier.com/retrieve/pii/S1878124122000764,ScienceDirect,2023
38912827,Trends Psychiatry Psychother,10.47626/2237-6089-2023-0770,,Unknown,2024
38912827,Trends Psychiatry Psychother,10.47626/2237-6089-2023-0770,,Unknown,2024
37717263,Trends Psychiatry Psychother,10.47626/2237-6089-2022-0593,,Unknown,2023
31821188,JBI Database System Rev Implement Rep,10.11124/JBISRIR-D-18-00019,https://journals.lww.com/jbisrir/abstract/2019/12000/cost_effectiveness_of_antimicrobial_treatment_for.2.aspx,Unknown,2019
31821188,JBI Database System Rev Implement Rep,10.11124/JBISRIR-D-18-00019,https://journals.lww.com/jbisrir/abstract/2019/12000/cost_effectiveness_of_antimicrobial_treatment_for.2.aspx,Unknown,2019
31021976,JBI Database System Rev Implement Rep,10.11124/JBISRIR-D-18-00011,https://journals.lww.com/jbisrir/fulltext/2019/06000/characteristics_of_the_collaborative_learning_unit.6.aspx,Unknown,2019
30564028,Clujul Med,10.15386/cjmed-945,https://medpharmareports.com/index.php/mpr/article/view/945,Unknown,2018
30564028,Clujul Med,10.15386/cjmed-945,https://medpharmareports.com/index.php/mpr/article/view/945,Unknown,2018
29151790,Clujul Med,10.15386/cjmed-743,https://medpharmareports.com/index.php/mpr/article/view/743,Unknown,2017
25781007,J Iber Lat Am Stud,10.1080/13260219.2006.10426842,https://www.tandfonline.com/doi/abs/10.1080/13260219.2006.10426842,Taylor & Francis,2006
25781007,J Iber Lat Am Stud,10.1080/13260219.2006.10426842,https://www.tandfonline.com/doi/abs/10.1080/13260219.2006.10426842,Taylor & Francis,2006
25781007,J Iber Lat Am Stud,10.1080/13260219.2006.10426842,https://www.tandfonline.com/doi/abs/10.1080/13260219.2006.10426842,Taylor & Francis,2006
38584793,Turk Gogus Kalp Damar Cerrahisi Derg,10.5606/tgkdc.dergisi.2024.25710,,Unknown,2024
38584793,Turk Gogus Kalp Damar Cerrahisi Derg,10.5606/tgkdc.dergisi.2024.25710,,Unknown,2024
37664775,Turk Gogus Kalp Damar Cerrahisi Derg,10.5606/tgkdc.dergisi.2023.23448,https://tgkdc.dergisi.org/uploads/pdf/pdf_TGKDC_3721.pdf,Unknown,2023
26617475,Pragmat Case Stud Psychother,,,,2014
26617475,Pragmat Case Stud Psychother,,,,2014
26617475,Pragmat Case Stud Psychother,,,,2014
30473608,IEEE ACM Trans Netw,10.1109/TNET.2017.2728638,https://ieeexplore.ieee.org/document/8004484/,IEEE,2017
30473608,IEEE ACM Trans Netw,10.1109/TNET.2017.2728638,https://ieeexplore.ieee.org/document/8004484/,IEEE,2017
26752942,IEEE ACM Trans Netw,10.1109/TNET.2014.2338277,https://ieeexplore.ieee.org/document/6867396/,IEEE,2015
33029261,Procedia Eng,,,,2017
33029261,Procedia Eng,,,,2017
27563367,Procedia Eng,10.1016/j.proeng.2015.10.132,https://linkinghub.elsevier.com/retrieve/pii/S1877705815032336,ScienceDirect,2015
25905030,J Metab Syndr,10.4172/2167-0943.1000165,https://www.omicsgroup.org/journals/low-hepatic-mg-content-promotes-liver-dysmetabolism-implications-2167-0943.1000165.php?aid=31889,Oxford University Press,2014
25905030,J Metab Syndr,10.4172/2167-0943.1000165,https://www.omicsgroup.org/journals/low-hepatic-mg-content-promotes-liver-dysmetabolism-implications-2167-0943.1000165.php?aid=31889,Oxford University Press,2014
25905030,J Metab Syndr,10.4172/2167-0943.1000165,https://www.omicsgroup.org/journals/low-hepatic-mg-content-promotes-liver-dysmetabolism-implications-2167-0943.1000165.php?aid=31889,Oxford University Press,2014
26634227,J Obes Overweight,,,,2015
26634227,J Obes Overweight,,,,2015
26618201,J Obes Overweight,,,,2015
26913295,Clin Res Infect Dis,,,,2015
26913295,Clin Res Infect Dis,,,,2015
26913295,Clin Res Infect Dis,,,,2015
25839058,Austin J Nutr Food Sci,,,,2014
25839058,Austin J Nutr Food Sci,,,,2014
25839058,Austin J Nutr Food Sci,,,,2014
28529970,Obstet Gynecol Int J,10.15406/ogij.2016.05.00180,https://medcraveonline.com/OGIJ/hiv-and-zika-in-pregnancy-parallel-stories-and-new-challenges.html,Unknown,2016
28529970,Obstet Gynecol Int J,10.15406/ogij.2016.05.00180,https://medcraveonline.com/OGIJ/hiv-and-zika-in-pregnancy-parallel-stories-and-new-challenges.html,Unknown,2016
28529970,Obstet Gynecol Int J,10.15406/ogij.2016.05.00180,https://medcraveonline.com/OGIJ/hiv-and-zika-in-pregnancy-parallel-stories-and-new-challenges.html,Unknown,2016
26213678,Z Kristallogr Cryst Mater,10.1515/zkri-2014-1773,https://www.degruyter.com/document/doi/10.1515/zkri-2014-1773/html,Unknown,2015
26213678,Z Kristallogr Cryst Mater,10.1515/zkri-2014-1773,https://www.degruyter.com/document/doi/10.1515/zkri-2014-1773/html,Unknown,2015
26213678,Z Kristallogr Cryst Mater,10.1515/zkri-2014-1773,https://www.degruyter.com/document/doi/10.1515/zkri-2014-1773/html,Unknown,2015
38249687,J Res Math Educ,10.5951/jresematheduc.50.5.0529,https://pubs.nctm.org/view/journals/jrme/50/5/article-p529.xml,Unknown,2019
38249687,J Res Math Educ,10.5951/jresematheduc.50.5.0529,https://pubs.nctm.org/view/journals/jrme/50/5/article-p529.xml,Unknown,2019
38249687,J Res Math Educ,10.5951/jresematheduc.50.5.0529,https://pubs.nctm.org/view/journals/jrme/50/5/article-p529.xml,Unknown,2019
33850606,Galenos,10.19272/202020501003,https://www.medra.org:443/servlet/MRService?hdl=10.19272/202020501003,Unknown,2020
33850606,Galenos,10.19272/202020501003,https://www.medra.org:443/servlet/MRService?hdl=10.19272/202020501003,Unknown,2020
33850606,Galenos,10.19272/202020501003,https://www.medra.org:443/servlet/MRService?hdl=10.19272/202020501003,Unknown,2020
38681503,J Virus Erad,10.1016/j.jve.2024.100373,https://linkinghub.elsevier.com/retrieve/pii/S2055664024000104,ScienceDirect,2024
38681503,J Virus Erad,10.1016/j.jve.2024.100373,https://linkinghub.elsevier.com/retrieve/pii/S2055664024000104,ScienceDirect,2024
36514716,J Virus Erad,10.1016/j.jve.2022.100305,https://linkinghub.elsevier.com/retrieve/pii/S2055664022002436,ScienceDirect,2022
26633912,Assess Eval High Educ,10.1080/02602930802474169,https://www.tandfonline.com/doi/abs/10.1080/02602930802474169,Taylor & Francis,2010
26633912,Assess Eval High Educ,10.1080/02602930802474169,https://www.tandfonline.com/doi/abs/10.1080/02602930802474169,Taylor & Francis,2010
26633912,Assess Eval High Educ,10.1080/02602930802474169,https://www.tandfonline.com/doi/abs/10.1080/02602930802474169,Taylor & Francis,2010
