PMID,Journal,doi,doi_url,publisher_guess,year
7705277,Emphasis Nurs,,,,1995
3848397,Emphasis Nurs,,,,1985
5508495,Endocrinol Sci Cost,,,,1970
5508495,Endocrinol Sci Cost,,,,1970
5867732,Endocrinol Sci Cost,,,,1965
10298362,EMT J,,,,1981
10298362,EMT J,,,,1981
10252997,EMT J,,,,1981
5244881,Endodoncia (Mex),,,,1967
5244881,Endodoncia (Mex),,,,1967
5225966,Endodoncia (Mex),,,,1966
10315662,Eff Health Care,,,,1985
10315662,Eff Health Care,,,,1985
10269651,Eff Health Care,,,,1984
7166168,Endokrinologie,,,,1982
7166168,Endokrinologie,,,,1982
6187564,Endokrinologie,,,,1982
38887119,Endokrynol Pol,10.5603/ep.99763,,Unknown,2024
38887119,Endokrynol Pol,10.5603/ep.99763,,Unknown,2024
37335065,Endokrynol Pol,10.5603/EP.a2023.0042,https://journals.viamedica.pl/endokrynologia_polska/article/view/93060,Unknown,2023
38914110,Endoscopy,10.1055/a-2341-0784,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2341-0784,Unknown,2024
38914110,Endoscopy,10.1055/a-2341-0784,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2341-0784,Unknown,2024
38759972,Endoscopy,10.1055/a-2308-8176,https://www.thieme-connect.de/products/ejournals/abstract/10.1055/a-2308-8176,Unknown,2024
7009155,Rev Col Nac Enferm,,,,1980
7009155,Rev Col Nac Enferm,,,,1980
5204286,Rev Col Nac Enferm,,,,1970
10314623,Emerg Health Serv Rev,10.1300/j261v03n01_09,https://www.tandfonline.com/doi/abs/10.1300/J261v03n01_09,Taylor & Francis,1985
10314623,Emerg Health Serv Rev,10.1300/j261v03n01_09,https://www.tandfonline.com/doi/abs/10.1300/J261v03n01_09,Taylor & Francis,1985
10280075,Emerg Health Serv Rev,,,,1985
6568178,Enfermeria,,,,1984
6568178,Enfermeria,,,,1984
6568160,Enfermeria,,,,1983
10186141,Exec Housekeep Today,,,,1998
10186141,Exec Housekeep Today,,,,1998
10162993,Exec Housekeep Today,,,,1996
9227057,Endod Rep,,,,1993
9227057,Endod Rep,,,,1993
3272876,Endod Rep,,,,1988
954701,Environ Biol Med,,,,1976
954701,Environ Biol Med,,,,1976
4154196,Environ Biol Med,,,,1973
436805,Entomol News,,,,1979
436805,Entomol News,,,,1979
5636112,Entomol News,,,,1968
1240052,Environ Lett,10.1080/00139307509435821,https://www.tandfonline.com/doi/abs/10.1080/00139307509435821,Taylor & Francis,1975
1240052,Environ Lett,10.1080/00139307509435821,https://www.tandfonline.com/doi/abs/10.1080/00139307509435821,Taylor & Francis,1975
1244,Environ Lett,10.1080/00139307509435803,https://www.tandfonline.com/doi/abs/10.1080/00139307509435803,Taylor & Francis,1975
38896781,Environ Health Perspect,10.1289/EHP15263,https://ehp.niehs.nih.gov/doi/10.1289/EHP15263,Unknown,2024
38896781,Environ Health Perspect,10.1289/EHP15263,https://ehp.niehs.nih.gov/doi/10.1289/EHP15263,Unknown,2024
38701113,Environ Health Perspect,10.1289/EHP13854,https://ehp.niehs.nih.gov/doi/10.1289/EHP13854,Unknown,2024
5499994,Environ Health Ser Radiol Health,,,,1970
5499994,Environ Health Ser Radiol Health,,,,1970
5493973,Environ Health Ser Radiol Health,,,,1970
5467076,Enzymol Biol Clin (Basel),10.1159/000458363,https://karger.com/ebd/article-abstract/11/3/263/120506/High-Frequency-of-Lactase-Activity-Deficiency-in?redirectedFrom=fulltext,Karger,1970
5467076,Enzymol Biol Clin (Basel),10.1159/000458363,https://karger.com/ebd/article-abstract/11/3/263/120506/High-Frequency-of-Lactase-Activity-Deficiency-in?redirectedFrom=fulltext,Karger,1970
5309719,Enzymol Biol Clin (Basel),,,,1970
1240053,Environ Physiol Biochem,,,,1975
1240053,Environ Physiol Biochem,,,,1975
4459119,Environ Physiol Biochem,,,,1974
1032300,Environ Qual Saf,,,,1976
1032300,Environ Qual Saf,,,,1976
23943,Environ Qual Saf,,,,1976
1363404,Enzyme,10.1159/000468796,,Unknown,1992
1363404,Enzyme,10.1159/000468796,,Unknown,1992
2113869,Enzyme,10.1159/000468703,,Unknown,1990
1066279,Environ Qual Saf Suppl,,,,1976
1066279,Environ Qual Saf Suppl,,,,1976
1064538,Environ Qual Saf Suppl,,,,1975
9584800,Univ Tor Dent J,,,,1996
9584800,Univ Tor Dent J,,,,1996
9584790,Univ Tor Dent J,,,,1994
4646288,Enzymologia,,,,1972
4646288,Enzymologia,,,,1972
5001375,Enzymologia,,,,1971
10259006,Empl Health Fit,,,,1983
10259006,Empl Health Fit,,,,1983
10315962,Empl Health Fit,,,,1982
5169774,Epatologia,,,,1971
5169774,Epatologia,,,,1971
5317045,Epatologia,,,,1970
38683138,Exp Lung Res,10.1080/01902148.2024.2346320,https://www.tandfonline.com/doi/full/10.1080/01902148.2024.2346320,Taylor & Francis,2024
38683138,Exp Lung Res,10.1080/01902148.2024.2346320,https://www.tandfonline.com/doi/full/10.1080/01902148.2024.2346320,Taylor & Francis,2024
34528477,Exp Lung Res,10.1080/01902148.2021.1976311,https://www.tandfonline.com/doi/full/10.1080/01902148.2021.1976311,Taylor & Francis,2021
5211429,Epheta,,,,1971
5211429,Epheta,,,,1971
5181195,Epheta,,,,1966
7621786,Enfoque,,,,1995
7621786,Enfoque,,,,1995
6565586,Enfoque,,,,1984
10286615,EITV,,,,1988
10286615,EITV,,,,1988
10242864,EITV,,,,1979
5175679,Epione,,,,1965
5175679,Epione,,,,1965
5174509,Epione,,,,1965
20182167,Eur J Anaesthesiol Suppl,10.1097/01.EJA.0000369255.15912.5b,"https://journals.lww.com/ejanaesthesiology/fulltext/2010/02001/euroneuro_2010_porto,_portugal,_february_4_6,_2010.1.aspx",Unknown,2010
20182167,Eur J Anaesthesiol Suppl,10.1097/01.EJA.0000369255.15912.5b,"https://journals.lww.com/ejanaesthesiology/fulltext/2010/02001/euroneuro_2010_porto,_portugal,_february_4_6,_2010.1.aspx",Unknown,2010
18289437,Eur J Anaesthesiol Suppl,10.1017/S0265021507003341,https://journals.lww.com/ejanaesthesiology/fulltext/2008/02001/transcranial_doppler_ultrasonography_in_intensive.29.aspx,Unknown,2008
4794838,Eur J Toxicol Hyg Environ,,,,1973
4794838,Eur J Toxicol Hyg Environ,,,,1973
4784497,Eur J Toxicol Hyg Environ,,,,1973
5748456,Ergeb Allg Pathol Pathol Anat,,,,1968
5748456,Ergeb Allg Pathol Pathol Anat,,,,1968
13693047,Ergeb Allg Pathol Pathol Anat,,,,1960
38884978,Health Psychol,10.1037/hea0001386,https://psycnet.apa.org:443/doiLanding?doi=10.1037/hea0001386&,Unknown,2024
38884978,Health Psychol,10.1037/hea0001386,https://psycnet.apa.org:443/doiLanding?doi=10.1037/hea0001386&,Unknown,2024
38512211,Health Psychol,10.1037/hea0001379,https://psycnet.apa.org:443/doiLanding?doi=10.1037/hea0001379&,Unknown,2024
15997549,Health Trends,,,,2002
15997549,Health Trends,,,,2002
15997545,Health Trends,,,,2002
4741991,Ergeb Anat Entwicklungsgesch,,,,1973
4741991,Ergeb Anat Entwicklungsgesch,,,,1973
5093712,Ergeb Anat Entwicklungsgesch,,,,1971
10262725,1199 News,,,,1983
10262725,1199 News,,,,1983
10297812,1199 News,,,,1979
5098304,Ergeb Chir Orthop,,,,1971
5098304,Ergeb Chir Orthop,,,,1971
14289215,Ergeb Chir Orthop,,,,1963
8223387,Ergeb Inn Med Kinderheilkd,,,,1993
8223387,Ergeb Inn Med Kinderheilkd,,,,1993
394960,Ergeb Inn Med Kinderheilkd,10.1007/978-3-642-67379-5_4,https://link.springer.com/chapter/10.1007/978-3-642-67379-5_4,Springer,1979
5325320,Ergeb Mikrobiol Immunitatsforsch Exp Ther,,,,1966
5325320,Ergeb Mikrobiol Immunitatsforsch Exp Ther,,,,1966
14269508,Ergeb Mikrobiol Immunitatsforsch Exp Ther,10.1007/978-3-662-42622-7_1,https://link.springer.com/chapter/10.1007/978-3-662-42622-7_1,Springer,1964
4365221,Ergeb Physiol,,,,1974
4365221,Ergeb Physiol,,,,1974
4345475,Ergeb Physiol,10.1007/3-540-05814-1_3,https://link.springer.com/chapter/10.1007/3-540-05814-1_3,Springer,1972
38912844,Ergonomics,10.1080/00140139.2024.2364667,https://www.tandfonline.com/doi/full/10.1080/00140139.2024.2364667,Taylor & Francis,2024
38912844,Ergonomics,10.1080/00140139.2024.2364667,https://www.tandfonline.com/doi/full/10.1080/00140139.2024.2364667,Taylor & Francis,2024
38832700,Ergonomics,10.1080/00140139.2024.2361301,https://www.tandfonline.com/doi/full/10.1080/00140139.2024.2361301,Taylor & Francis,2024
38908324,Epilepsy Res,10.1016/j.eplepsyres.2024.107395,https://linkinghub.elsevier.com/retrieve/pii/S0920121124001104,ScienceDirect,2024
38908324,Epilepsy Res,10.1016/j.eplepsyres.2024.107395,https://linkinghub.elsevier.com/retrieve/pii/S0920121124001104,ScienceDirect,2024
38603915,Epilepsy Res,10.1016/j.eplepsyres.2024.107358,https://linkinghub.elsevier.com/retrieve/pii/S0920121124000731,ScienceDirect,2024
30788389,Emergency,,,,2018
30788389,Emergency,,,,2018
28286852,Emergency,,,,2017
38868916,Essays Biochem,10.1042/EBC20230083,https://portlandpress.com/essaysbiochem/article-abstract/doi/10.1042/EBC20230083/234563/Exploring-the-uncharted-territory-of-the-potential?redirectedFrom=fulltext,Unknown,2024
38868916,Essays Biochem,10.1042/EBC20230083,https://portlandpress.com/essaysbiochem/article-abstract/doi/10.1042/EBC20230083/234563/Exploring-the-uncharted-territory-of-the-potential?redirectedFrom=fulltext,Unknown,2024
37068264,Essays Biochem,10.1042/EBC20220154,https://portlandpress.com/essaysbiochem/article/67/3/533/232890/Hemicellulolytic-enzymes-in-lignocellulose,Unknown,2023
4547342,Essays Fundam Immunol,,,,1973
4547342,Essays Fundam Immunol,,,,1973
4137966,Essays Fundam Immunol,,,,1973
7014214,Essays Neurochem Neuropharmacol,,,,1981
7014214,Essays Neurochem Neuropharmacol,,,,1981
30627,Essays Neurochem Neuropharmacol,,,,1977
1073701,Estomatol Cult,,,,1975
1073701,Estomatol Cult,,,,1975
1074657,Estomatol Cult,,,,1975
6589159,Estodont Press,,,,1983
6589159,Estodont Press,,,,1983
6578032,Estodont Press,,,,1983
275057,Estomatologia,,,,1977
275057,Estomatologia,,,,1977
275057,Estomatologia,,,,1977
255405,ET J,10.1097/00152192-197900610-00002,https://journals.lww.com/jwocnonline/pages/default.aspx,Unknown,1979
255405,ET J,10.1097/00152192-197900610-00002,https://journals.lww.com/jwocnonline/pages/default.aspx,Unknown,1979
109296,ET J,,,,1979
11661903,Ethics Sci Med,,,,1980
11661903,Ethics Sci Med,,,,1980
6998702,Ethics Sci Med,,,,1980
38314347,Ethiop Med J,,,,2023
38314347,Ethiop Med J,,,,2023
27476230,Ethiop Med J,,,,2016
5717309,Eugen Q,10.1080/19485565.1968.9987788,https://www.tandfonline.com/doi/abs/10.1080/19485565.1968.9987788,Taylor & Francis,1968
5717309,Eugen Q,10.1080/19485565.1968.9987788,https://www.tandfonline.com/doi/abs/10.1080/19485565.1968.9987788,Taylor & Francis,1968
5839741,Eugen Q,10.1080/19485565.1965.9987629,https://www.tandfonline.com/doi/abs/10.1080/19485565.1965.9987629,Taylor & Francis,1965
5761701,Eugen Soc Symp,,,,1968
5761701,Eugen Soc Symp,,,,1968
5761695,Eugen Soc Symp,,,,1968
21260927,Eugen Rev,,,,1968
21260927,Eugen Rev,,,,1968
5913727,Eugen Rev,,,,1966
3501981,Eur J Clin Microbiol,10.1007/BF02013079,https://link.springer.com/article/10.1007/BF02013079,Springer,1987
3501981,Eur J Clin Microbiol,10.1007/BF02013079,https://link.springer.com/article/10.1007/BF02013079,Springer,1987
3436314,Eur J Clin Microbiol,10.1007/BF02014241,https://link.springer.com/article/10.1007/BF02014241,Springer,1987
38574102,Exp Aging Res,10.1080/0361073X.2024.2334645,https://www.tandfonline.com/doi/full/10.1080/0361073X.2024.2334645,Taylor & Francis,2024
38574102,Exp Aging Res,10.1080/0361073X.2024.2334645,https://www.tandfonline.com/doi/full/10.1080/0361073X.2024.2334645,Taylor & Francis,2024
35916299,Exp Aging Res,10.1080/0361073X.2022.2106716,https://www.tandfonline.com/doi/full/10.1080/0361073X.2022.2106716,Taylor & Francis,2023
7286025,Eur J Cardiol,,,,1981
7286025,Eur J Cardiol,,,,1981
6771144,Eur J Cardiol,,,,1980
4675280,Eur J Toxicol,,,,1972
4675280,Eur J Toxicol,,,,1972
5150091,Eur J Toxicol,,,,1971
14324300,Eur Med (Paris),,,,1965
14324300,Eur Med (Paris),,,,1965
5847274,Eur Med (Paris),,,,1965
1026432,Eur J Toxicol Environ Hyg,,,,1976
1026432,Eur J Toxicol Environ Hyg,,,,1976
1213042,Eur J Toxicol Environ Hyg,,,,1975
991869,Eur J Intensive Care Med,10.1007/BF00579697,https://link.springer.com/article/10.1007/BF00579697,Springer,1976
