PMID,Journal,doi,doi_url,publisher_guess,year
11663437,Georgia State Bar J,,,,1973
14750511,Christ Sch Rev,,,,1994
14750511,Christ Sch Rev,,,,1994
14628766,Christ Sch Rev,,,,1994
11664166,Hadassah Mag,,,,1981
11664166,Hadassah Mag,,,,1981
11664140,Hadassah Mag,,,,1976
11663805,Law Lib,,,,1977
11663805,Law Lib,,,,1977
11663804,Law Lib,,,,1977
15295848,Harvard Int Law J,,,,2001
15295848,Harvard Int Law J,,,,2001
11656229,Harvard Int Law J,,,,1992
11659214,HELR Harvard Environ Law Rev,,,,1989
11659214,HELR Harvard Environ Law Rev,,,,1989
11650817,HELR Harvard Environ Law Rev,,,,1987
12173631,Nova Law J,,,,1996
12173631,Nova Law J,,,,1996
11649552,Nova Law J,,,,1981
11651631,Hastings Int Comp Law Rev,,,,1992
11651631,Hastings Int Comp Law Rev,,,,1992
11651631,Hastings Int Comp Law Rev,,,,1992
11659755,Univ Puget Sound Law Rev,,,,1993
11659755,Univ Puget Sound Law Rev,,,,1993
16998979,Univ Puget Sound Law Rev,,,,1987
16086500,Ida Law Rev,,,,1998
16086500,Ida Law Rev,,,,1998
16086500,Ida Law Rev,,,,1998
11662658,India Q,10.1177/097492847703300305,https://journals.sagepub.com/doi/10.1177/097492847703300305,SAGE Publications,1977
11662658,India Q,10.1177/097492847703300305,https://journals.sagepub.com/doi/10.1177/097492847703300305,SAGE Publications,1977
11662658,India Q,10.1177/097492847703300305,https://journals.sagepub.com/doi/10.1177/097492847703300305,SAGE Publications,1977
11653530,Los Angel Lawyer,,,,1982
11653530,Los Angel Lawyer,,,,1982
11653529,Los Angel Lawyer,,,,1982
11651902,Mass Law Rev,,,,1987
11651902,Mass Law Rev,,,,1987
11651902,Mass Law Rev,,,,1987
11662100,Intellect Dig,,,,1974
11662100,Intellect Dig,,,,1974
11662100,Intellect Dig,,,,1974
11662196,Rev Int Comm Jurists,,,,1975
11662196,Rev Int Comm Jurists,,,,1975
11662196,Rev Int Comm Jurists,,,,1975
11662960,Issues Ciminol,,,,1974
11662960,Issues Ciminol,,,,1974
11662960,Issues Ciminol,,,,1974
16528848,Monash Univ Law Rev,,,,2001
16528848,Monash Univ Law Rev,,,,2001
16528848,Monash Univ Law Rev,,,,2001
11665017,Jew Life,,,,1978
11665017,Jew Life,,,,1978
11665017,Jew Life,,,,1978
16514767,Queens Law J,,,,2004
16514767,Queens Law J,,,,2004
11656415,Queens Law J,,,,1991
11664156,Jew Obs Middle East Rev,,,,1977
11664156,Jew Obs Middle East Rev,,,,1977
11664156,Jew Obs Middle East Rev,,,,1977
38214004,J Consum Aff,10.1111/joca.12561,https://onlinelibrary.wiley.com/doi/10.1111/joca.12561,Wiley,2023
38214004,J Consum Aff,10.1111/joca.12561,https://onlinelibrary.wiley.com/doi/10.1111/joca.12561,Wiley,2023
32336778,J Consum Aff,10.1111/j.1745-6606.2005.00010.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1745-6606.2005.00010.x,Wiley,2005
11663648,J Int Law Econ,,,,1974
11663648,J Int Law Econ,,,,1974
11663648,J Int Law Econ,,,,1974
11660140,Key Report,,,,1993
11660140,Key Report,,,,1993
11660140,Key Report,,,,1993
11659933,Md Bar J,,,,1993
11659933,Md Bar J,,,,1993
11659933,Md Bar J,,,,1993
17256213,J Law Polit,,,,1997
17256213,J Law Polit,,,,1997
11654924,J Law Polit,,,,1993
16538738,Eur Intellect Prop Rev,,,,1997
16538738,Eur Intellect Prop Rev,,,,1997
11654979,Eur Intellect Prop Rev,,,,1995
16317860,Prot Hum Subj,,,,2005
16317860,Prot Hum Subj,,,,2005
16178111,Prot Hum Subj,,,,2003
11662639,Sign,,,,1978
11662639,Sign,,,,1978
11662639,Sign,,,,1978
11651055,Gold Gate Law Rev,,,,1990
11651055,Gold Gate Law Rev,,,,1990
11661332,Gold Gate Law Rev,,,,1975
11663642,Sven Juristtidn,,,,1973
11663642,Sven Juristtidn,,,,1973
11663642,Sven Juristtidn,,,,1973
11659965,Rev Droit,,,,1991
11659965,Rev Droit,,,,1991
11659965,Rev Droit,,,,1991
11657457,Canadian,10.3138/cbmh.10.1.49,https://utpjournals.press/doi/10.3138/cbmh.10.1.49,Unknown,1993
11657457,Canadian,10.3138/cbmh.10.1.49,https://utpjournals.press/doi/10.3138/cbmh.10.1.49,Unknown,1993
11650490,Canadian,,,,1977
11658295,Dialect Hum,10.5840/dialecticshumanism19774345,https://www.pdcnet.org/dialecticshumanism/content/dialecticshumanism_1977_0004_0003_0119_0125,Unknown,1977
11658295,Dialect Hum,10.5840/dialecticshumanism19774345,https://www.pdcnet.org/dialecticshumanism/content/dialecticshumanism_1977_0004_0003_0119_0125,Unknown,1977
