PMID,Journal,doi,doi_url,publisher_guess,year
38915202,J Atten Disord,10.1177/10870547241261826,https://journals.sagepub.com/doi/10.1177/10870547241261826,SAGE Publications,2024
38369740,J Atten Disord,10.1177/10870547241226654,https://journals.sagepub.com/doi/10.1177/10870547241226654,SAGE Publications,2024
12876663,Online J Knowl Synth Nurs,,,,1997
12876663,Online J Knowl Synth Nurs,,,,1997
12874711,Online J Knowl Synth Nurs,,,,1998
38869102,Clin Linguist Phon,10.1080/02699206.2024.2355472,https://www.tandfonline.com/doi/full/10.1080/02699206.2024.2355472,Taylor & Francis,2024
38869102,Clin Linguist Phon,10.1080/02699206.2024.2355472,https://www.tandfonline.com/doi/full/10.1080/02699206.2024.2355472,Taylor & Francis,2024
36787206,Clin Linguist Phon,10.1080/02699206.2023.2176786,https://www.tandfonline.com/doi/full/10.1080/02699206.2023.2176786,Taylor & Francis,2024
38648352,Biomedica,10.7705/biomedica.6862,https://revistabiomedica.org/index.php/biomedica/article/view/6862,Unknown,2024
38648352,Biomedica,10.7705/biomedica.6862,https://revistabiomedica.org/index.php/biomedica/article/view/6862,Unknown,2024
38207156,Biomedica,10.7705/biomedica.6966,https://revistabiomedica.org/index.php/biomedica/article/view/6966,Unknown,2023
38888443,Food Nutr Bull,10.1177/03795721241254610,https://journals.sagepub.com/doi/10.1177/03795721241254610,SAGE Publications,2024
38888443,Food Nutr Bull,10.1177/03795721241254610,https://journals.sagepub.com/doi/10.1177/03795721241254610,SAGE Publications,2024
36221251,Food Nutr Bull,10.1177/0379572121989219,https://journals.sagepub.com/doi/10.1177/0379572121989219,SAGE Publications,2022
38851135,J Fluency Disord,10.1016/j.jfludis.2024.106063,https://linkinghub.elsevier.com/retrieve/pii/S0094730X24000275,ScienceDirect,2024
38851135,J Fluency Disord,10.1016/j.jfludis.2024.106063,https://linkinghub.elsevier.com/retrieve/pii/S0094730X24000275,ScienceDirect,2024
37586168,J Fluency Disord,10.1016/j.jfludis.2023.106000,https://linkinghub.elsevier.com/retrieve/pii/S0094730X23000438,ScienceDirect,2023
38858066,J Safety Res,10.1016/j.jsr.2024.02.006,https://linkinghub.elsevier.com/retrieve/pii/S0022437524000203,ScienceDirect,2024
38858066,J Safety Res,10.1016/j.jsr.2024.02.006,https://linkinghub.elsevier.com/retrieve/pii/S0022437524000203,ScienceDirect,2024
38485367,J Safety Res,10.1016/j.jsr.2023.11.012,https://linkinghub.elsevier.com/retrieve/pii/S0022437523001809,ScienceDirect,2024
38867423,Aging Male,10.1080/13685538.2024.2363267,https://www.tandfonline.com/doi/full/10.1080/13685538.2024.2363267,Taylor & Francis,2024
38867423,Aging Male,10.1080/13685538.2024.2363267,https://www.tandfonline.com/doi/full/10.1080/13685538.2024.2363267,Taylor & Francis,2024
36790384,Aging Male,10.1080/13685538.2022.2154571,https://www.tandfonline.com/doi/full/10.1080/13685538.2022.2154571,Taylor & Francis,2023
38913278,Curr Neurol Neurosci Rep,10.1007/s11910-024-01348-9,https://link.springer.com/article/10.1007/s11910-024-01348-9,Springer,2024
38913278,Curr Neurol Neurosci Rep,10.1007/s11910-024-01348-9,https://link.springer.com/article/10.1007/s11910-024-01348-9,Springer,2024
37458984,Curr Neurol Neurosci Rep,10.1007/s11910-023-01284-0,https://link.springer.com/article/10.1007/s11910-023-01284-0,Springer,2023
38867537,Curr Mol Med,10.2174/0115665240310818240531080353,https://www.eurekaselect.com/article/140986,Unknown,2024
38867537,Curr Mol Med,10.2174/0115665240310818240531080353,https://www.eurekaselect.com/article/140986,Unknown,2024
37877564,Curr Mol Med,10.2174/0115665240264547231017110613,https://www.eurekaselect.com/article/135529,Unknown,2023
38867521,Curr Top Med Chem,10.2174/0115680266297662240527105450,https://www.eurekaselect.com/article/140968,Unknown,2024
38867521,Curr Top Med Chem,10.2174/0115680266297662240527105450,https://www.eurekaselect.com/article/140968,Unknown,2024
38318823,Curr Top Med Chem,10.2174/0115680266280249240126052505,https://www.eurekaselect.com/article/138316,Unknown,2024
38904089,Expert Rev Mol Diagn,10.1080/14737159.2024.2368603,https://www.tandfonline.com/doi/full/10.1080/14737159.2024.2368603,Taylor & Francis,2024
38904089,Expert Rev Mol Diagn,10.1080/14737159.2024.2368603,https://www.tandfonline.com/doi/full/10.1080/14737159.2024.2368603,Taylor & Francis,2024
37599592,Expert Rev Mol Diagn,10.1080/14737159.2023.2244879,https://www.tandfonline.com/doi/full/10.1080/14737159.2023.2244879,Taylor & Francis,2023
37938087,Best Pract Res Clin Anaesthesiol,10.1016/j.bpa.2022.11.006,https://linkinghub.elsevier.com/retrieve/pii/S1521689622000556,ScienceDirect,2023
37938087,Best Pract Res Clin Anaesthesiol,10.1016/j.bpa.2022.11.006,https://linkinghub.elsevier.com/retrieve/pii/S1521689622000556,ScienceDirect,2023
36116904,Best Pract Res Clin Anaesthesiol,10.1016/j.bpa.2022.04.002,https://linkinghub.elsevier.com/retrieve/pii/S1521689622000155,ScienceDirect,2022
17042108,Fam Law Rep,,,,2004
17042108,Fam Law Rep,,,,2004
12041093,Fam Law Rep,,,,1992
12041097,S Afr Law Rep,,,,1994
12041097,S Afr Law Rep,,,,1994
12041097,S Afr Law Rep,,,,1994
12041098,North Irel Law Rep,,,,1993
12041098,North Irel Law Rep,,,,1993
12041098,North Irel Law Rep,,,,1993
38906966,Nat Rev Cancer,10.1038/s41568-024-00720-8,https://www.nature.com/articles/s41568-024-00720-8,Nature Publishing Group,2024
38906966,Nat Rev Cancer,10.1038/s41568-024-00720-8,https://www.nature.com/articles/s41568-024-00720-8,Nature Publishing Group,2024
37758858,Nat Rev Cancer,10.1038/s41568-023-00629-8,https://www.nature.com/articles/s41568-023-00629-8,Nature Publishing Group,2023
38511729,Pol J Vet Sci,10.24425/pjvs.2024.149344,https://journals.pan.pl/dlibra/publication/149344/edition/130586/content,Unknown,2024
38511729,Pol J Vet Sci,10.24425/pjvs.2024.149344,https://journals.pan.pl/dlibra/publication/149344/edition/130586/content,Unknown,2024
37727988,Pol J Vet Sci,10.24425/pjvs.2023.145056,https://journals.pan.pl/dlibra/publication/145056/edition/128559/content,Unknown,2023
38878273,Expert Opin Ther Targets,10.1080/14728222.2024.2369590,https://www.tandfonline.com/doi/full/10.1080/14728222.2024.2369590,Taylor & Francis,2024
38878273,Expert Opin Ther Targets,10.1080/14728222.2024.2369590,https://www.tandfonline.com/doi/full/10.1080/14728222.2024.2369590,Taylor & Francis,2024
38477630,Expert Opin Ther Targets,10.1080/14728222.2024.2330425,https://www.tandfonline.com/doi/full/10.1080/14728222.2024.2330425,Taylor & Francis,2024
19174856,Aging Trends,,,,2008
19174856,Aging Trends,,,,2008
19174855,Aging Trends,,,,2008
38856681,OMICS,10.1089/omi.2024.0116,https://www.liebertpub.com/doi/10.1089/omi.2024.0116,Unknown,2024
38856681,OMICS,10.1089/omi.2024.0116,https://www.liebertpub.com/doi/10.1089/omi.2024.0116,Unknown,2024
38320250,OMICS,10.1089/omi.2023.0273,https://www.liebertpub.com/doi/10.1089/omi.2023.0273,Unknown,2024
38915814,ScientificWorldJournal,10.1155/2024/5461358,https://onlinelibrary.wiley.com/doi/10.1155/2024/5461358,Wiley,2024
38915814,ScientificWorldJournal,10.1155/2024/5461358,https://onlinelibrary.wiley.com/doi/10.1155/2024/5461358,Wiley,2024
37593547,ScientificWorldJournal,10.1155/2023/5517493,https://www.hindawi.com/journals/tswj/2023/5517493/,Unknown,2023
38885479,AIDS Rev,10.24875/AIDSRev.24000007,,Unknown,2024
38885479,AIDS Rev,10.24875/AIDSRev.24000007,,Unknown,2024
33105471,AIDS Rev,10.24875/AIDSRev.20000001,https://www.aidsreviews.com/resumen.php?id=1533,Unknown,2020
12041501,Rep Cases Decided Supreme Court State Ga Ga Supreme Court,,,,1983
12041501,Rep Cases Decided Supreme Court State Ga Ga Supreme Court,,,,1983
12041501,Rep Cases Decided Supreme Court State Ga Ga Supreme Court,,,,1983
38682782,Exp Psychol,10.1027/1618-3169/a000608,https://econtent.hogrefe.com/doi/10.1027/1618-3169/a000608,Unknown,2024
38682782,Exp Psychol,10.1027/1618-3169/a000608,https://econtent.hogrefe.com/doi/10.1027/1618-3169/a000608,Unknown,2024
36916698,Exp Psychol,10.1027/1618-3169/a000576,https://econtent.hogrefe.com/doi/10.1027/1618-3169/a000576,Unknown,2023
21043072,AHP J,,,,2010
21043072,AHP J,,,,2010
12233240,AHP J,,,,2002
