PMID,Journal,doi,doi_url,publisher_guess,year
37213265,Dent Abstr,10.1016/j.denabs.2023.03.002,https://linkinghub.elsevier.com/retrieve/pii/S0011848623001036,ScienceDirect,2023
5236440,Dent Abstr,,,,1967
5262146,Dent Angles,,,,1969
5262146,Dent Angles,,,,1969
5247417,Dent Angles,,,,1968
6598448,Dent Anaesth Sedat,,,,1984
6598448,Dent Anaesth Sedat,,,,1984
797582,Dent Anaesth Sedat,,,,1976
37143891,Evaluation,10.1177/13563890231156954,https://journals.sagepub.com/doi/10.1177/13563890231156954,SAGE Publications,2023
37143891,Evaluation,10.1177/13563890231156954,https://journals.sagepub.com/doi/10.1177/13563890231156954,SAGE Publications,2023
1028600,Evaluation,,,,1976
1819538,Dent Assist (1931),,,,1991
1819538,Dent Assist (1931),,,,1991
2639078,Dent Assist (1931),,,,1989
4506417,Dent Concepts,,,,1972
4506417,Dent Concepts,,,,1972
5233205,Dent Concepts,,,,1967
1778283,Dent Cadmos,,,,1991
1778283,Dent Cadmos,,,,1991
1824363,Dent Cadmos,,,,1991
9528506,Dent Dimens,,,,1996
9528506,Dent Dimens,,,,1996
264452,Dent Dimens,,,,1977
38879287,Dent Clin North Am,10.1016/j.cden.2024.04.001,https://linkinghub.elsevier.com/retrieve/pii/S0011853224000235,ScienceDirect,2024
38879287,Dent Clin North Am,10.1016/j.cden.2024.04.001,https://linkinghub.elsevier.com/retrieve/pii/S0011853224000235,ScienceDirect,2024
37244730,Dent Clin North Am,10.1016/j.cden.2023.02.034,https://linkinghub.elsevier.com/retrieve/pii/S0011853223000460,ScienceDirect,2023
3861405,Dent Dienst,,,,1985
3861405,Dent Dienst,,,,1985
289581,Dent Dienst,,,,1979
4502669,Dent Delin,,,,1972
4502669,Dent Delin,,,,1972
5221449,Dent Delin,,,,1966
4557667,Dent Dig,,,,1972
4557667,Dent Dig,,,,1972
5286897,Dent Dig,,,,1971
3867557,Dent Echo (Heidelb),,,,1985
3867557,Dent Echo (Heidelb),,,,1985
275164,Dent Echo (Heidelb),,,,1977
5315901,NCSDHA Dent Hyg,,,,1971
5315901,NCSDHA Dent Hyg,,,,1971
5315900,NCSDHA Dent Hyg,,,,1971
1291352,Dent Health (London),,,,1992
1291352,Dent Health (London),,,,1992
3482568,Dent Health (London),,,,1987
3333938,Dentomaxillofac Radiol Suppl,,,,1987
3333938,Dentomaxillofac Radiol Suppl,,,,1987
3333938,Dentomaxillofac Radiol Suppl,,,,1987
4521127,Dent J Malaysia Singapore,,,,1973
