PMID,Journal,doi,doi_url,publisher_guess,year
37799327,Braz J Probab Stat,10.1214/15-bjps283,https://projecteuclid.org/journals/brazilian-journal-of-probability-and-statistics/volume-30/issue-3/A-semiparametric-Bayesian-model-for-comparing-DNA-copy-numbers/10.1214/15-BJPS283.full,Unknown,2016
37799327,Braz J Probab Stat,10.1214/15-bjps283,https://projecteuclid.org/journals/brazilian-journal-of-probability-and-statistics/volume-30/issue-3/A-semiparametric-Bayesian-model-for-comparing-DNA-copy-numbers/10.1214/15-BJPS283.full,Unknown,2016
37168684,Hist Life Course Stud,10.51964/hlcs12920,https://hlcs.nl/article/view/12920,Unknown,2023
37168684,Hist Life Course Stud,10.51964/hlcs12920,https://hlcs.nl/article/view/12920,Unknown,2023
38464868,Hist Life Course Stud,10.51964/hlcs9311,https://hlcs.nl/article/view/9311,Unknown,2020
34179569,Microbiol Res J Int,10.9734/mrji/2020/v30i530214,https://journalmrji.com/index.php/MRJI/article/view/1098,Unknown,2020
34179569,Microbiol Res J Int,10.9734/mrji/2020/v30i530214,https://journalmrji.com/index.php/MRJI/article/view/1098,Unknown,2020
34179569,Microbiol Res J Int,10.9734/mrji/2020/v30i530214,https://journalmrji.com/index.php/MRJI/article/view/1098,Unknown,2020
37273449,JCSM Rapid Commun,10.1002/rco2.72,https://onlinelibrary.wiley.com/doi/10.1002/rco2.72,Wiley,2023
37273449,JCSM Rapid Commun,10.1002/rco2.72,https://onlinelibrary.wiley.com/doi/10.1002/rco2.72,Wiley,2023
34514376,JCSM Rapid Commun,10.1002/rco2.32,https://onlinelibrary.wiley.com/doi/10.1002/rco2.32,Wiley,2021
38895818,Animal Model Exp Med,10.1002/ame2.12446,https://onlinelibrary.wiley.com/doi/10.1002/ame2.12446,Wiley,2024
38895818,Animal Model Exp Med,10.1002/ame2.12446,https://onlinelibrary.wiley.com/doi/10.1002/ame2.12446,Wiley,2024
38379334,Animal Model Exp Med,10.1002/ame2.12384,https://onlinelibrary.wiley.com/doi/10.1002/ame2.12384,Wiley,2024
36712142,J Clin Case Rep,,,,2019
36712142,J Clin Case Rep,,,,2019
29888753,J Clin Case Rep,10.4172/2165-7920.10001033,https://www.hilarispublisher.com/open-access/rituximab-as-firstline-therapy-in-severe-lupus-erythematosus-withneuropsychiatric-and-renal-involvement-a-casereport-and-review-of-2165-7920-10001033.pdf,Unknown,2017
29873324,J Oncol Research,,,,2017
29873324,J Oncol Research,,,,2017
29873324,J Oncol Research,,,,2017
31777660,Drug Sci Policy Law,10.1177/2050324519863491,https://journals.sagepub.com/doi/10.1177/2050324519863491,SAGE Publications,2019
31777660,Drug Sci Policy Law,10.1177/2050324519863491,https://journals.sagepub.com/doi/10.1177/2050324519863491,SAGE Publications,2019
30656057,Drug Sci Policy Law,10.1177/2050324517711069,https://journals.sagepub.com/doi/10.1177/2050324517711069,SAGE Publications,2017
29888751,AIMS Geosci,10.3934/geosci.2017.2.163,http://www.aimspress.com/article/10.3934/geosci.2017.2.163,Unknown,2017
29888751,AIMS Geosci,10.3934/geosci.2017.2.163,http://www.aimspress.com/article/10.3934/geosci.2017.2.163,Unknown,2017
29888751,AIMS Geosci,10.3934/geosci.2017.2.163,http://www.aimspress.com/article/10.3934/geosci.2017.2.163,Unknown,2017
37305216,Egypt J Neurol Psychiatr Neurosurg,10.1186/s41983-023-00672-0,https://ejnpn.springeropen.com/articles/10.1186/s41983-023-00672-0,Springer,2023
