PMID,Journal,doi,doi_url,publisher_guess,year
7323860,Soc Sci Med B,10.1016/0160-7987(81)90025-9,https://linkinghub.elsevier.com/retrieve/pii/0160798781900259,ScienceDirect,1981
7323858,Soc Sci Med B,10.1016/0160-7987(81)90023-5,https://linkinghub.elsevier.com/retrieve/pii/0160798781900235,ScienceDirect,1981
10309964,Socioecon Issues Health,,,,1981
10309964,Socioecon Issues Health,,,,1981
10317229,Socioecon Issues Health,,,,1979
6926498,Soins Chir Gen Spec,,,,1982
6926498,Soins Chir Gen Spec,,,,1982
6925354,Soins Chir Gen Spec,,,,1982
3637026,Soins Cardiol,,,,1986
3637026,Soins Cardiol,,,,1986
3848133,Soins Cardiol,,,,1985
3088735,Soins Pathol Trop,,,,1986
3088735,Soins Pathol Trop,,,,1986
6557676,Soins Pathol Trop,,,,1983
32943804,Southeast Asian J Trop Med Public Health,,,,2020
32943804,Southeast Asian J Trop Med Public Health,,,,2020
29634188,Southeast Asian J Trop Med Public Health,,,,2016
3686165,Soc Psychiatry,10.1007/BF00583559,https://link.springer.com/article/10.1007/BF00583559,Springer,1987
3686165,Soc Psychiatry,10.1007/BF00583559,https://link.springer.com/article/10.1007/BF00583559,Springer,1987
3494314,Soc Psychiatry,10.1007/BF00583616,https://link.springer.com/article/10.1007/BF00583616,Springer,1987
38900247,Soc Psychiatry Psychiatr Epidemiol,10.1007/s00127-024-02704-3,https://link.springer.com/article/10.1007/s00127-024-02704-3,Springer,2024
38900247,Soc Psychiatry Psychiatr Epidemiol,10.1007/s00127-024-02704-3,https://link.springer.com/article/10.1007/s00127-024-02704-3,Springer,2024
38684517,Soc Psychiatry Psychiatr Epidemiol,10.1007/s00127-024-02673-7,https://link.springer.com/article/10.1007/s00127-024-02673-7,Springer,2024
7323865,Soc Sci Med C,10.1016/0160-7995(81)90036-8,https://linkinghub.elsevier.com/retrieve/pii/0160799581900368,ScienceDirect,1981
7323865,Soc Sci Med C,10.1016/0160-7995(81)90036-8,https://linkinghub.elsevier.com/retrieve/pii/0160799581900368,ScienceDirect,1981
7323862,Soc Sci Med C,10.1016/0160-7995(81)90031-9,https://linkinghub.elsevier.com/retrieve/pii/0160799581900319,ScienceDirect,1981
7330695,Soc Sci Med D,10.1016/0160-8002(81)90048-4,https://linkinghub.elsevier.com/retrieve/pii/0160800281900484,ScienceDirect,1981
7330695,Soc Sci Med D,10.1016/0160-8002(81)90048-4,https://linkinghub.elsevier.com/retrieve/pii/0160800281900484,ScienceDirect,1981
7323870,Soc Sci Med D,10.1016/0160-8002(81)90055-1,https://linkinghub.elsevier.com/retrieve/pii/0160800281900551,ScienceDirect,1981
3381116,Soc Nurs Hist Gaz,,,,1988
3381116,Soc Nurs Hist Gaz,,,,1988
3844874,Soc Nurs Hist Gaz,,,,1985
5060786,Southwest Med,,,,1972
5060786,Southwest Med,,,,1972
5703540,Southwest Med,,,,1968
30260343,Sov Genet,,,,1991
30260343,Sov Genet,,,,1991
4616342,Sov Genet,,,,1974
1168948,Sov J Dev Biol,,,,1975
1168948,Sov J Dev Biol,,,,1975
1114349,Sov J Dev Biol,,,,1975
