PMID,Journal,doi,doi_url,publisher_guess,year
34278295,Glob Health Innov,10.15641/ghi.v2i2.822,https://journals.uct.ac.za/index.php/GHI/article/view/822,Unknown,2019
30957096,J Psychiatry Behav Sci,,,,2018
30957096,J Psychiatry Behav Sci,,,,2018
30957096,J Psychiatry Behav Sci,,,,2018
31633035,Int J Complement Altern Med,10.15406/ijcam.2016.03.00070,https://medcraveonline.com/IJCAM/impact-of-mindfulness-based-eating-awareness-on-diet-and-exercise-habits-in-adolescents.html,Unknown,2016
31633035,Int J Complement Altern Med,10.15406/ijcam.2016.03.00070,https://medcraveonline.com/IJCAM/impact-of-mindfulness-based-eating-awareness-on-diet-and-exercise-habits-in-adolescents.html,Unknown,2016
31633035,Int J Complement Altern Med,10.15406/ijcam.2016.03.00070,https://medcraveonline.com/IJCAM/impact-of-mindfulness-based-eating-awareness-on-diet-and-exercise-habits-in-adolescents.html,Unknown,2016
30828702,J Clin Res Oncol,,,,2019
30828702,J Clin Res Oncol,,,,2019
30828702,J Clin Res Oncol,,,,2019
31673356,Green Mater,10.1680/jgrma.16.00013,https://www.icevirtuallibrary.com/doi/10.1680/jgrma.16.00013,Unknown,2017
31673356,Green Mater,10.1680/jgrma.16.00013,https://www.icevirtuallibrary.com/doi/10.1680/jgrma.16.00013,Unknown,2017
31673356,Green Mater,10.1680/jgrma.16.00013,https://www.icevirtuallibrary.com/doi/10.1680/jgrma.16.00013,Unknown,2017
31008455,J Neurol Neurosurg Psychiatry Res,10.31531/edwiser.jnnpr.1000103,https://jnnpr.edwiserinternational.com/admin/uploads/xq5gRr.pdf,Unknown,2019
31008455,J Neurol Neurosurg Psychiatry Res,10.31531/edwiser.jnnpr.1000103,https://jnnpr.edwiserinternational.com/admin/uploads/xq5gRr.pdf,Unknown,2019
31008455,J Neurol Neurosurg Psychiatry Res,10.31531/edwiser.jnnpr.1000103,https://jnnpr.edwiserinternational.com/admin/uploads/xq5gRr.pdf,Unknown,2019
38896462,JMIR Aging,10.2196/59294,https://aging.jmir.org/2024/1/e59294,Unknown,2024
38896462,JMIR Aging,10.2196/59294,https://aging.jmir.org/2024/1/e59294,Unknown,2024
38842168,JMIR Aging,10.2196/53020,https://aging.jmir.org/2024/1/e53020,Unknown,2024
38500967,SN Compr Clin Med,10.1007/s42399-024-01647-9,https://link.springer.com/article/10.1007/s42399-024-01647-9,Springer,2024
38500967,SN Compr Clin Med,10.1007/s42399-024-01647-9,https://link.springer.com/article/10.1007/s42399-024-01647-9,Springer,2024
37193318,SN Compr Clin Med,10.1007/s42399-023-01473-5,https://link.springer.com/article/10.1007/s42399-023-01473-5,Springer,2023
37275946,Arch Palliat Care Med,,,,2018
37275946,Arch Palliat Care Med,,,,2018
37275946,Arch Palliat Care Med,,,,2018
30882089,Green Schools Catal Q,,,,2018
30882089,Green Schools Catal Q,,,,2018
30882089,Green Schools Catal Q,,,,2018
38405201,J Patient Saf Risk Manag,10.1177/25160435231190196,https://journals.sagepub.com/doi/10.1177/25160435231190196,SAGE Publications,2023
38405201,J Patient Saf Risk Manag,10.1177/25160435231190196,https://journals.sagepub.com/doi/10.1177/25160435231190196,SAGE Publications,2023
30873512,J Patient Saf Risk Manag,10.1177/2516043518791051,https://journals.sagepub.com/doi/10.1177/2516043518791051,SAGE Publications,2018
38689945,Int J Cerebrovasc Dis Stroke,10.29011/2688-8734.100171,https://www.gavinpublishers.com/article/view/relationship-between-cerebral-microinfarcts-and-dementia-by-sex-findings-from-a-community-based-autopsy-study,Unknown,2024
38689945,Int J Cerebrovasc Dis Stroke,10.29011/2688-8734.100171,https://www.gavinpublishers.com/article/view/relationship-between-cerebral-microinfarcts-and-dementia-by-sex-findings-from-a-community-based-autopsy-study,Unknown,2024
33313602,Int J Cerebrovasc Dis Stroke,10.29011/2688-8734.100017,,Unknown,2019
