PMID,Journal,publisher_guess,year,doi,doi_url
38468642,Kennedy Inst Ethics J,Unknown,2023,10.1353/ken.2023.a904080,https://muse.jhu.edu/article/904080
34120949,Kennedy Inst Ethics J,Unknown,2021,10.1353/ken.2021.0007,https://muse.jhu.edu/article/794826
20209041,NWSA J,Unknown,2004,10.1353/nwsa.2004.0080,https://muse.jhu.edu/content/crossref//journals/nwsa_journal/v016/16.3moloney.html
21748902,J Hist Sex,Unknown,2011,10.1353/sex.2011.0024,https://muse.jhu.edu/article/431920
27885317,Configurations,Unknown,2016,10.1353/con.2016.0021,https://muse.jhu.edu/article/629657
27116890,Rev Am Hist,Unknown,2016,10.1353/rah.2016.0017,https://muse.jhu.edu/article/612118
29375158,Libr Trends,Unknown,2017,10.1353/lib.2017.0018,https://muse.jhu.edu/article/669457
38766966,Technol Cult,Unknown,2024,10.1353/tech.2024.a926320,https://muse.jhu.edu/article/926320
38588241,Technol Cult,Unknown,2023,10.1353/tech.2023.0105,https://muse.jhu.edu/article/893090
38708652,J Hist Ideas,Unknown,2024,10.1353/jhi.2024.a926153,https://muse.jhu.edu/article/926153
38588302,J Hist Ideas,Unknown,2023,10.1353/jhi.2023.a909535,https://muse.jhu.edu/article/909535
22355829,Vic Stud,Unknown,2011,10.2979/victorianstudies.53.4.689,https://muse.jhu.edu/article/458229
19618526,Vic Stud,Unknown,2008,10.2979/vic.2008.51.1.37,https://muse.jhu.edu/article/260504
38881472,Bull Hist Med,Unknown,2024,10.1353/bhm.2024.a929786,https://muse.jhu.edu/article/929786
33416727,Bull Hist Med,Unknown,2020,10.1353/bhm.2020.0073,https://muse.jhu.edu/article/776009
33335456,Magic Ritual Witch,Unknown,2020,10.1353/mrw.2020.0018,https://muse.jhu.edu/article/775352
34337106,J Black Sex Relatsh,Unknown,2020,10.1353/bsr.2020.0005,https://muse.jhu.edu/article/757992
26146649,J Black Sex Relatsh,Unknown,2014,10.1353/bsr.2014.0012,https://muse.jhu.edu/article/565539
12348405,Southeast Geogr,Unknown,1997,10.1353/sgo.1997.0007,https://muse.jhu.edu/article/426464
12313589,Southeast Geogr,Unknown,1982,10.1353/sgo.1982.0002,https://muse.jhu.edu/article/430548
12295839,Afr Today,Unknown,1999,10.1353/at.1999.0006,https://muse.jhu.edu/article/2973
29033460,Brookings Pap Econ Act,Unknown,2017,10.1353/eca.2017.0005,https://muse.jhu.edu/article/671752
30739945,Brookings Pap Econ Act,Unknown,2017,10.1353/eca.2017.0012,https://muse.jhu.edu/article/688905
12348989,SAIS Rev,Unknown,1997,10.1353/sais.1997.0008,https://muse.jhu.edu/article/30331
12294546,SAIS Rev,Unknown,1997,10.1353/sais.1997.0036,https://muse.jhu.edu/article/30359
21046833,Shofar (West Lafayette Indiana),Unknown,2001,10.1353/sho.2001.0019,https://muse.jhu.edu/article/31333
20836267,Stud Lat Am Pop Cult,Unknown,2010,10.1353/sla.0.0006,https://muse.jhu.edu/article/388613
38661995,Narrat Inq Bioeth,Unknown,2023,10.1353/nib.2023.a924193,https://muse.jhu.edu/article/924193
36373521,Narrat Inq Bioeth,Unknown,2022,10.1353/nib.2022.0031,https://muse.jhu.edu/article/869379
38283319,Rev High Ed,Unknown,2020,10.1353/rhe.2020.0044,https://muse.jhu.edu/article/776224
24415814,Rev High Ed,Unknown,2012,10.1353/rhe.2012.0023,https://muse.jhu.edu/article/468366
23729834,High Sch J,Unknown,2012,10.1353/hsj.2012.0013,https://muse.jhu.edu/article/490570
37733615,Hum Biol,Unknown,2021,10.1353/hub.2021.0010,https://muse.jhu.edu/article/862994
32767893,Hum Biol,Unknown,2020,10.13110/humanbiology.91.4.01,https://muse.jhu.edu/article/762173
28936109,Philos Psychiatr Psychol,Unknown,2017,10.1353/ppp.2017.0037,https://muse.jhu.edu/article/669750
25892904,Philos Psychiatr Psychol,Unknown,2014,10.1353/ppp.2014.0023,https://muse.jhu.edu/article/576544
20857599,New Hibernia Rev,Unknown,2010,10.1353/nhr.2010.0011,https://muse.jhu.edu/article/394305
38098477,Merrill Palmer Q (Wayne State Univ Press),Unknown,2023,10.1353/mpq.2023.a909257,https://muse.jhu.edu/article/909257
22822286,Merrill Palmer Q (Wayne State Univ Press),Unknown,2009,10.1353/mpq.0.0022,https://muse.jhu.edu/article/266849
21913366,Libr Cult Rec,Unknown,2011,10.1353/lac.2011.0012,https://muse.jhu.edu/article/430773
20976988,W Va Hist,Unknown,2010,10.1353/wvh.2010.0011,https://muse.jhu.edu/article/399316
37908408,Obs Stud,Unknown,2023,10.1353/obs.2023.0013,https://muse.jhu.edu/article/877895
34223564,Obs Stud,Unknown,2019,10.1353/obs.2019.0008,https://muse.jhu.edu/article/793363/pdf
37034148,Language (Baltim),Unknown,2022,10.1353/lan.0.0269,https://muse.jhu.edu/article/864633
25400303,Language (Baltim),Unknown,2013,10.1353/lan.2013.0044,https://muse.jhu.edu/article/521670
20396600,Collab Anthropol,Unknown,2008,10.1353/cla.0.0004,https://muse.jhu.edu/article/367023
21265236,Hist Mem,Unknown,1999,10.1353/ham.2005.0005,https://muse.jhu.edu/article/178925
22235490,ELH,Unknown,2011,10.1353/elh.2011.0039,https://muse.jhu.edu/article/458997
21043215,ELH,Unknown,2002,10.1353/elh.2002.0033,https://muse.jhu.edu/article/37030
21744540,J Burma Stud,Unknown,2010,10.1353/jbs.2010.0002,https://muse.jhu.edu/article/421945
22073435,J World Hist,Unknown,2011,10.1353/jwh.2011.0058,https://muse.jhu.edu/article/447562
20712094,J World Hist,Unknown,2002,10.1353/jwh.2002.0033,https://muse.jhu.edu/article/18459
20191708,Twent Century China,Unknown,2002,10.1179/tcc.2002.28.1.1,https://muse.jhu.edu/article/788880
20191707,Twent Century China,Unknown,2002,10.1179/tcc.2002.28.1.21,https://muse.jhu.edu/article/788879
21188893,Modmod (Baltim Md),Unknown,2010,10.1353/mod.2010.0017,https://muse.jhu.edu/article/406821
22029092,Modmod (Baltim Md),Unknown,1999,10.1353/mod.1999.0008,https://muse.jhu.edu/article/23256
22069799,Ninet Century Fr Stud,Unknown,2011,10.1353/ncf.2011.0029,https://muse.jhu.edu/article/444045
20976984,Ninet Century Fr Stud,Unknown,2010,10.1353/ncf.2010.0034,https://muse.jhu.edu/article/398076
30931424,Recreat Park Tour Public Health,Unknown,2018,10.2979/rptph.2.1.03,https://muse.jhu.edu/article/811792/pdf
29989067,Aleph (Jerus),Unknown,2018,10.2979/aleph.18.1.0123,https://muse.jhu.edu/article/693216
29888742,Book Hist,Unknown,2017,10.1353/bh.2017.0007,https://muse.jhu.edu/article/674969
34789958,Sign Lang Stud,Unknown,2019,10.1353/sls.2019.0015,https://muse.jhu.edu/article/743093
28736476,Sign Lang Stud,Unknown,2016,10.1353/sls.2016.0007,https://muse.jhu.edu/article/614202
38766943,Am Ann Deaf,Unknown,2024,10.1353/aad.2024.a927618,https://muse.jhu.edu/article/927618
35848316,Am Ann Deaf,Unknown,2022,10.1353/aad.2022.0013,https://muse.jhu.edu/article/860050
25382932,Etc,Unknown,2014,10.1353/etc.2014.0021,https://muse.jhu.edu/article/552407
27606037,J Hist Child Youth,Unknown,2016,10.1353/hcy.2016.0001,https://muse.jhu.edu/article/611007
30344333,Cine J,Unknown,2018,10.1353/cj.2018.0070,https://muse.jhu.edu/article/705271
21918581,Can J Linguist,Unknown,2011,10.1353/cjl.2011.0001,https://muse.jhu.edu/article/429027
